product_id,comment,comment_clean_stage1,comment_clean_stage2,rating,positive,negative
iphone-13,Quá thất vọng tgdd ban máy lỗi cho tui mới đem ra tiệm kiểm tra sac pin ko vô nói đoi may moi ko đoi trả lại tốn hơn 1tr 24h sử dụng đem sửa thì hết 15ngay trog khi máy tui còn zin sẽ ko mua đt ở tgdd nửa nếu ko thay đổi chính sách bh cko 1 sao 1000lan quan lý nói trả lại tiền kieu mua máy khác tui ko đu tiền rồi ko mua cũng ko trả lại tiền tgdd cái tắc hgiang,"quá thất vọng, thế giới di động ban máy lỗi cho tui mới đem ra tiệm kiểm tra, sửa pin không vô, nói đổi máy mới không đổi trả lại tốn hơn 1tr 24h sử dụng, đem sửa thì hết 15 ngày, trong khi máy tui còn zin sẽ không mua điện thoại ở thế giới di động nữa, nếu không thay đổi chính sách bảo hành cho một sao 1000lan, quản lý nói trả lại tiền, kêu mua máy khác, tui không đủ tiền rồi không mua cũng không trả lại tiền, thế giới di động cái tắc... giang.",quá thất_vọng thế_giới di_động ban máy lỗi tui mới đem tiệm kiểm_tra sửa pin không vô nói đổi máy mới không đổi trả lại tốn hơn giờ sử_dụng đem sửa hết ngày trong máy tui zin không mua điện_thoại thế_giới di_động nếu không thay_đổi chính_sách bảo_hành sao 1000lan quản_lý nói trả lại tiền kêu mua máy khác tui không đủ tiền không mua không trả lại tiền thế_giới di_động tắc_giang,1,0,1
iphone-13,Điện thoại mua được hơn 1 tháng tại điện máy xanh đang dùng trên tay đột nhiên liệu sập nguồn không lên được nữa. Đi bảo hành thì phức tạp. Giờ đi sữa bỏ tiền ra mua máy zin mới được 1 tháng thành máy đã quá sửa chữa. Trong khi dùng rất cẩn thận chưa hề có và chạm gì. Rất thất vọng,điện thoại mua được hơn một tháng tại điện máy xanh đang dùng trên tay đột nhiên liệu sập nguồn không lên được nữa. đi bảo hành thì phức tạp. giờ đi sữa bỏ tiền ra mua máy zin mới được một tháng thành máy đã quá sửa chữa. trong khi dùng rất cẩn thận chưa hề có va chạm gì. rất thất vọng.,điện_thoại mua được hơn tháng điện_máy xanh dùng trên đột_nhiên liệu sập nguồn không lên được đi bảo_hành phức_tạp giờ đi sữa bỏ tiền mua máy zin mới được tháng thành máy quá sửa_chữa trong dùng rất cẩn_thận chưa hề va_chạm gì rất thất_vọng,1,0,1
iphone-13,2 ngày tuột them 1% đem ra TGDD nhân viên xem sơ xong kêu up phần mềm xem có cải thiện không. Rồi bán hàng kèm 9 sách bảo hành mà k có nổi 1 nhân viên có chuyên môn. Rồi gởi đi bảo hành 14 ngày rất mất thời gian và cũng không biết là giải quyết được vấn đề hay ko. Rất chán kiểu làm việc bán rồi thôi của 1 chuỗi cửa hàng lớn như vậy.,hai ngày tuột thêm 1% đem ra thế giới di động nhân viên xem sơ xong kêu up phần mềm xem có cải thiện không. rồi bán hàng kèm chín sách bảo hành mà không có nổi một nhân viên có chuyên môn. rồi gởi đi bảo hành 14 ngày rất mất thời gian và cũng không biết là giải quyết được vấn đề hay ko. rất chán kiểu làm việc bán rồi thôi của một chuỗi cửa hàng lớn như vậy.,hai ngày tuột thêm đem thế_giới di_động nhân_viên sơ xong kêu up phần_mềm cải_thiện không bán hàng kèm chín sách bảo_hành mà không nổi nhân_viên chuyên_môn gởi đi bảo_hành ngày rất mất thời_gian không biết giải_quyết được vấn_đề hay không rất chán kiểu làm_việc bán chuỗi cửa_hàng lớn,1,0,1
iphone-13,"Gọi video nói chuyện người khác không nghe, gọi mess cũng vậy là sao. Cần được hỗ trợ gấp","gọi video nói chuyện người khác không nghe, gọi mess cũng vậy là sao.., cần được hỗ trợ gấp.",gọi video nói_chuyện khác không nghe gọi mess sao cần được hỗ_trợ gấp,2,0,1
iphone-13,mới mua tháng 7 dùng ít mà pin còn 97 là sao vậy,"mới mua tháng bảy, dùng ít mà pin còn 97 là sao vậy?",mới mua tháng bảy dùng ít mà pin 97 sao,1,0,1
iphone-13,tưởng chỉ có mỗi mình bị thoi nhưng đọc cmt cũng đủ hiểu mình mua từ 17/2 tới 25/11 dùng rất kĩ luôn ko dám chơi hay sạc nhiều mà hiện tại pin chỉ còn 89% là sao nhỉ thề luôn cọc vãi,"tưởng chỉ có mỗi mình bị thôi nhưng đọc comment cũng đủ hiểu: mình mua từ 17/2 tới 25/11 dùng rất kĩ luôn, không dám chơi hay sạc nhiều mà hiện tại pin chỉ còn 89% là sao nhỉ, thề luôn cọc vãi.",tưởng chỉ bị nhưng đọc comment đủ mua dùng rất kĩ không dám chơi hay sạc nhiều mà pin chỉ sao nhỉ thề cọc vãi,1,0,1
iphone-13,Pin k dùng mà vẫn tụt,pin không dùng mà vẫn tụt.,pin không dùng mà vẫn tụt,2,0,1
iphone-13,Pin mới xài dc 44 ngày mà tut còn 99pin . Trước mình xài 11 gần 2 năm mới xuống 91 pin,pin mới xài được 44 ngày mà tụt còn 99 pin . trước mình xài 11 gần hai năm mới xuống 91 pin !,pin mới xài được ngày mà tụt 99 pin xài 11 hai năm mới xuống 91 pin,2,0,1
iphone-13,Mái mới mua về gọi video chập cờn bên người nghe ko nghe dõ lúc được lúc không đi bảo hành kt 15 ngày ko ra lỗi về dùng vẫn thế chất lượng dịch vụ quá kém,"máy mới mua về gọi video chập chờn bên người nghe, không nghe rõ lúc được lúc không, đi bảo hành hết 15 ngày không ra lỗi về dùng vẫn thế, chất lượng dịch vụ quá kém.",máy mới mua gọi video chập_chờn bên nghe không nghe rõ lúc được lúc không đi bảo_hành hết ngày không lỗi dùng vẫn chất_lượng dịch_vụ quá kém,1,0,1
iphone-13,Mua ngày 30/04 cho đến hiện tại 20/9 pin còn 97%. Vậy mình muốn bán lại thì giá bao nhiêu. Tình trạng máy không bị trầy xước.,mua ngày 30/04 cho đến hiện tại 20/9 pin còn 97%. vậy mình muốn bán lại thì giá bao nhiêu. tình trạng máy không bị trầy xước.,mua ngày pin muốn bán lại giá bao_nhiêu tình_trạng máy không bị trầy_xước,2,0,1
iphone-13,"mới mua iphone 13 128GB 17/09/2024 sạc nhanh ko nóng, nhưng tuột pin quá nhanh chỉ facebook và zalo . 13h đến 16h30 từ 100% còn 70 mấy %, mua xong tự nhiên muốn xài lại samsung ghê","mới mua iphone 13 128gb 17/09/2024 sạc nhanh không nóng, nhưng tuột pin quá nhanh, chỉ facebook và zalo . 13h đến 16h30 từ 100% còn 70 mấy %, mua xong tự nhiên muốn xài lại samsung ghê!",mới mua iphone 13 128gb sạc nhanh không nóng nhưng tuột pin quá nhanh chỉ giờ 16h30 phần_trăm 70 mấy mua xong tự_nhiên muốn xài lại samsung ghê,2,0,1
iphone-13,Quá thất vọng tgdd ban máy lỗi cho tui mới đem ra tiệm kiểm tra sac pin ko vô nói đoi may moi ko đoi trả lại tốn hơn 1tr 24h sử dụng đem sửa thì hết 15ngay trog khi máy tui còn zin sẽ ko mua đt ở tgdd nửa nếu ko thay đổi chính sách bh cko 1 sao 1000lan quan lý nói trả lại tiền kieu mua máy khác tui ko đu tiền rồi ko mua cũng ko trả lại tiền tgdd cái tắc hgiang,"quá thất vọng, thế giới di động ban máy lỗi cho tui mới đem ra tiệm kiểm tra, sửa pin không vô, nói đổi máy mới không đổi trả lại tốn hơn 1tr 24h sử dụng, đem sửa thì hết 15 ngày, trong khi máy tui còn zin sẽ không mua điện thoại ở thế giới di động nữa, nếu không thay đổi chính sách bảo hành cho một sao 1000lan, quản lý nói trả lại tiền, kêu mua máy khác, tui không đủ tiền rồi không mua cũng không trả lại tiền, thế giới di động cái tắc... giang.",quá thất_vọng thế_giới di_động ban máy lỗi tui mới đem tiệm kiểm_tra sửa pin không vô nói đổi máy mới không đổi trả lại tốn hơn giờ sử_dụng đem sửa hết ngày trong máy tui zin không mua điện_thoại thế_giới di_động nếu không thay_đổi chính_sách bảo_hành sao 1000lan quản_lý nói trả lại tiền kêu mua máy khác tui không đủ tiền không mua không trả lại tiền thế_giới di_động tắc_giang,1,0,1
iphone-13,Điện thoại mua được hơn 1 tháng tại điện máy xanh đang dùng trên tay đột nhiên liệu sập nguồn không lên được nữa. Đi bảo hành thì phức tạp. Giờ đi sữa bỏ tiền ra mua máy zin mới được 1 tháng thành máy đã quá sửa chữa. Trong khi dùng rất cẩn thận chưa hề có và chạm gì. Rất thất vọng,điện thoại mua được hơn một tháng tại điện máy xanh đang dùng trên tay đột nhiên liệu sập nguồn không lên được nữa. đi bảo hành thì phức tạp. giờ đi sữa bỏ tiền ra mua máy zin mới được một tháng thành máy đã quá sửa chữa. trong khi dùng rất cẩn thận chưa hề có va chạm gì. rất thất vọng.,điện_thoại mua được hơn tháng điện_máy xanh dùng trên đột_nhiên liệu sập nguồn không lên được đi bảo_hành phức_tạp giờ đi sữa bỏ tiền mua máy zin mới được tháng thành máy quá sửa_chữa trong dùng rất cẩn_thận chưa hề va_chạm gì rất thất_vọng,1,0,1
iphone-13,2 ngày tuột them 1% đem ra TGDD nhân viên xem sơ xong kêu up phần mềm xem có cải thiện không. Rồi bán hàng kèm 9 sách bảo hành mà k có nổi 1 nhân viên có chuyên môn. Rồi gởi đi bảo hành 14 ngày rất mất thời gian và cũng không biết là giải quyết được vấn đề hay ko. Rất chán kiểu làm việc bán rồi thôi của 1 chuỗi cửa hàng lớn như vậy.,hai ngày tuột thêm 1% đem ra thế giới di động nhân viên xem sơ xong kêu up phần mềm xem có cải thiện không. rồi bán hàng kèm chín sách bảo hành mà không có nổi một nhân viên có chuyên môn. rồi gởi đi bảo hành 14 ngày rất mất thời gian và cũng không biết là giải quyết được vấn đề hay ko. rất chán kiểu làm việc bán rồi thôi của một chuỗi cửa hàng lớn như vậy.,hai ngày tuột thêm đem thế_giới di_động nhân_viên sơ xong kêu up phần_mềm cải_thiện không bán hàng kèm chín sách bảo_hành mà không nổi nhân_viên chuyên_môn gởi đi bảo_hành ngày rất mất thời_gian không biết giải_quyết được vấn_đề hay không rất chán kiểu làm_việc bán chuỗi cửa_hàng lớn,1,0,1
iphone-13,"Gọi video nói chuyện người khác không nghe, gọi mess cũng vậy là sao. Cần được hỗ trợ gấp","gọi video nói chuyện người khác không nghe, gọi mess cũng vậy là sao.., cần được hỗ trợ gấp.",gọi video nói_chuyện khác không nghe gọi mess sao cần được hỗ_trợ gấp,2,0,1
iphone-13,mới mua tháng 7 dùng ít mà pin còn 97 là sao vậy,"mới mua tháng bảy, dùng ít mà pin còn 97 là sao vậy?",mới mua tháng bảy dùng ít mà pin 97 sao,1,0,1
iphone-13,tưởng chỉ có mỗi mình bị thoi nhưng đocn cmt cũng đủ hiểu mình mua từ 17/2 tới 25/11 dùng rất kĩ luôn ko dám chơi hay sạc nhiều mà hiện tại pin chỉ còn 89% là sao nhỉ thề luôn cọc vãi,"tưởng chỉ có mỗi mình bị thôi nhưng đọc comment cũng đủ hiểu: mình mua từ 17/2 tới 25/11 dùng rất kĩ luôn, không dám chơi hay sạc nhiều mà hiện tại pin chỉ còn 89% là sao nhỉ, thề luôn cọc vãi.",tưởng chỉ bị nhưng đọc comment đủ mua dùng rất kĩ không dám chơi hay sạc nhiều mà pin chỉ sao nhỉ thề cọc vãi,1,0,1
iphone-13,Pin k dùng mà vẫn tụt,pin không dùng mà vẫn tụt.,pin không dùng mà vẫn tụt,2,0,1
iphone-13,Pin mới xài dc 44 ngày mà tut còn 99pin . Trước mình xài 11 gần 2 năm mới xuống 91 pin,pin mới xài được 44 ngày mà tụt còn 99 pin . trước mình xài 11 gần hai năm mới xuống 91 pin !,pin mới xài được ngày mà tụt 99 pin xài 11 hai năm mới xuống 91 pin,2,0,1
iphone-13,Mái mới mua về gọi video chập cờn bên người nghe ko nghe dõ lúc được lúc không đi bảo hành kt 15 ngày ko ra lỗi về dùng vẫn thế chất lượng dịch vụ quá kém,"máy mới mua về gọi video chập chờn bên người nghe, không nghe rõ lúc được lúc không, đi bảo hành hết 15 ngày không ra lỗi về dùng vẫn thế, chất lượng dịch vụ quá kém.",máy mới mua gọi video chập_chờn bên nghe không nghe rõ lúc được lúc không đi bảo_hành hết ngày không lỗi dùng vẫn chất_lượng dịch_vụ quá kém,1,0,1
iphone-13,Mua ngày 30/04 cho đến hiện tại 20/9 pin còn 97%. Vậy mình muốn bán lại thì giá bao nhiêu. Tình trạng máy không bị trầy xước.,mua ngày 30/04 cho đến hiện tại 20/9 pin còn 97%. vậy mình muốn bán lại thì giá bao nhiêu. tình trạng máy không bị trầy xước.,mua ngày pin muốn bán lại giá bao_nhiêu tình_trạng máy không bị trầy_xước,2,0,1
iphone-13,"mới mua iphone 13 128GB 17/09/2024 sạc nhanh ko nóng, nhưng tuột pin quá nhanh chỉ facebook và zalo . 13h đến 16h30 từ 100% còn 70 mấy %, mua xong tự nhiên muốn xài lại samsung ghê","mới mua iphone 13 128gb 17/09/2024 sạc nhanh không nóng, nhưng tuột pin quá nhanh, chỉ facebook và zalo . 13h đến 16h30 từ 100% còn 70 mấy %, mua xong tự nhiên muốn xài lại samsung ghê!",mới mua iphone 13 128gb sạc nhanh không nóng nhưng tuột pin quá nhanh chỉ giờ 16h30 phần_trăm 70 mấy mua xong tự_nhiên muốn xài lại samsung ghê,2,0,1
iphone-13,"Đọc feedback của mng nói mua 1 tháng đã sụt pin mình không tin cho đến khi chính mình bị Mua 19/8 mà 17/9 chưa đến 1 tháng đã sụt pin trong khi chỉ lướt fb, tiktok chả chơi game gì nặng cả Ai dùng 13 cho mình hỏi cứ mỗi tháng nó lại sụt pin như thế ạ","đọc feedback của mọi người nói mua một tháng đã sụt pin, mình không tin cho đến khi chính mình bị mua 19/8 mà 17/9 chưa đến một tháng đã sụt pin trong khi chỉ lướt fb, tiktok, chả chơi game gì nặng cả, ai dùng 13 cho mình hỏi cứ mỗi tháng nó lại sụt pin như thế ạ?",đọc feedback mọi_người nói mua tháng sụt pin không tin chính bị mua mà chưa tháng sụt pin trong chỉ lướt chả chơi game gì nặng cả ai dùng 13 hỏi cứ tháng lại sụt pin,2,0,1
iphone-13,"Mua 7/8, hôm nay là 16/9 đã tụt pin chì còn 99%, một trải nghiệm quá tồi tệ. Sạc thì rất hay nóng máy. Trước mình dùng ip11 gần năm pin mới hao 99% như vậy, đây dùng dc có 39 ngày đã hao hụt pin.","mua 7/8, hôm nay là 16/9 đã tụt pin chì còn 99%, một trải nghiệm quá tồi tệ. sạc thì rất hay nóng máy. trước mình dùng ip11 gần năm pin mới hao 99% như vậy, đây dùng được có 39 ngày đã hao hụt pin.",mua hôm_nay tụt pin chì trải_nghiệm quá tồi_tệ sạc rất hay nóng máy dùng ip11 năm pin mới hao dùng được ngày hao_hụt pin,1,0,1
iphone-13,Cáp sạc đi theo máy bị hư đem đi khi còn bảo hành. Cửa hàng gọi lại thông báo không phải cáp chính hãng của apple. Thề từ nay về sau không mua đồ của TGDĐ nữa,"cáp sạc đi theo máy bị hư, đem đi khi còn bảo hành. cửa hàng gọi lại thông báo không phải cáp chính hãng của apple. thề từ nay về sau không mua đồ của tgdđ nữa.",cáp sạc đi máy bị hư đem đi bảo_hành cửa_hàng gọi lại thông_báo không phải cáp chính hãng apple thề sau không mua đồ thế_giới di_động,1,0,1
iphone-13,Hôm nay mới có dịp đánh giá cách phục vụ không liên quan đến SP. Mình mua góp thì có ảnh hưởng đến cửa hàng không ạ Bạn nhân viên nữ có vẻ không thích khách hàng mua trả góp.,hôm nay mới có dịp đánh giá cách phục vụ không liên quan đến sp. mình mua góp thì có ảnh hưởng đến cửa hàng không ạ bạn nhân viên nữ có vẻ không thích khách hàng mua trả góp.,hôm_nay mới dịp đánh_giá cách phục_vụ không sản phẩm mua góp ảnh_hưởng cửa_hàng không nhân_viên nữ có_vẻ không thích_khách hàng mua trả_góp,1,0,1
iphone-13,"Mình mua máy 22/5 xài chưa được 3 tháng đã tụt 2% pin Máy rất nóng, lúc mua hỏi nhân viên sao nóng giữ vậy. NV nói là lần đầu nó chạy máy nên vậy nhưng qua 23 ngày là hết. Nhưng k về vẫn nóng, đc 1 tháng đầu máy ổn qua tháng kế tiếp Pin sạc đầy xài xong tụt rất nhanh. Tới giờ chưa đc 3 tháng kiểm tra còn 98% pin trong khi đó xài máy ip7 sau 1 năm hơn mới có hiện tượng tụt pin. Rồi giải quyết làm sau","mình mua máy 22/5 xài chưa được ba tháng đã tụt 2% pin, máy rất nóng, lúc mua hỏi nhân viên sao nóng giữ vậy. nhân viên nói là lần đầu nó chạy máy nên vậy nhưng qua 23 ngày là hết. nhưng không về vẫn nóng, được một tháng đầu máy ổn qua tháng kế tiếp pin sạc đầy xài xong tụt rất nhanh. tới giờ chưa được ba tháng kiểm tra còn 98% pin, trong khi đó xài máy ip7 sau một năm hơn mới có hiện tượng tụt pin. rồi giải quyết làm sau.",mua máy xài chưa được tháng tụt pin máy rất nóng lúc mua hỏi nhân_viên sao nóng giữ nhân_viên nói lần đầu chạy máy nên nhưng hết nhưng không vẫn nóng được tháng đầu_máy ổn tháng kế_tiếp pin sạc đầy xài xong tụt rất nhanh giờ chưa được tháng kiểm_tra pin trong xài máy ip7 sau năm hơn mới hiện_tượng tụt pin giải_quyết làm sau,2,0,1
iphone-13,"Vừa mua trưa nay xong, mua hẳn 3 con cho cả nhà. Dùng gọi thì nghe toàn tiếng ồn với tiếng sột soạt như của giấy. Đọc trên mạng mới thấy nhiều người bị và chưa có cách giải quyết.","vừa mua trưa nay xong, mua hẳn ba con cho cả nhà. dùng gọi thì nghe toàn tiếng ồn với tiếng sột soạt như của giấy. đọc trên mạng mới thấy nhiều người bị và chưa có cách giải quyết.",vừa mua trưa xong mua hẳn cả dùng gọi nghe toàn tiếng ồn tiếng sột_soạt giấy đọc trên mạng mới thấy nhiều bị chưa cách giải_quyết,2,0,1
iphone-13,Mới mua được 2 tuần. Sơn máy bị rộp bong tróc. Gửi bảo hành thì nhân viên nói từ chối bảo hành. Vì lí do ko bảo hành phần ngoại quan.Tôi thề ko bao giờ bước chân vào tgdd,"mới mua được hai tuần. sơn máy bị rộp, bong tróc. gửi bảo hành thì nhân viên nói từ chối bảo hành. vì lí do không bảo hành phần ngoại quan..tôi thề không bao giờ bước chân vào thế giới di động.",mới mua được hai tuần sơn máy bị rộp bong tróc gửi bảo_hành nhân_viên nói từ_chối bảo_hành lí_do không bảo_hành ngoại quan thề không bao_giờ chân thế_giới di_động,1,0,1
iphone-13,K nên mua hàng ở thế gioi di dông bán thì mắc bh thì tệ chỉ bt xl là giỏi toàn bộ chỉ khách hàng chịu thiệt.nói chung k nên ghé thế gioi di dộng mua dt,"không nên mua hàng ở thế giới di dông, bán thì mắc, bảo hành thì tệ, chỉ biết xin lỗi là giỏi, toàn bộ chỉ khách hàng chịu thiệt.nói chung không nên ghé thế giới di dộng mua điện thoại.",không nên mua hàng thế_giới di dông bán mắc bảo_hành tệ chỉ biết xin_lỗi giỏi toàn_bộ chỉ khách_hàng chịu thiệt nói_chung không nên ghé thế_giới di dộng mua điện_thoại,1,0,1
