product_id,comment,comment_clean,rating,positive,negative
iphone-12,có mua chiếc iphone đã qua sử dụng được nhân viên kiểm tra là chủ cũ mua máy này hồi tháng lúc 20h và trả lại siêu thị 22h nghĩa là chỉ sử dụng khoảng tiếng đồng hồ nhân viên còn miêu tả là khách hàng trước còn chưa đem máy ra khỏi siêu thị hình như là làm hồ sơ trả góp thế nào đó rồi trả lại nhưng không hiểu sao trong máy lại có hình gia đình họ chụp ở công viên còn ngoại quan khung máy thì bong tróc khá nhiều màn hình xước rất nhiều và rất sâu mua về dán cường lực hay dán dẻo pp đều không thể che được các vết xước vì xước quá sâu hỏi nhân viên thì nhân viên bảo là do để trong kho lâu nên bị xước vì xước quá nên giảm thêm 300k thái độ phục vụ của siêu thị thì rất tốt rất hài lòng còn nhân viên tổng đài gọi lại để xác nhận ngày hôm sau thì cách nói chuyện chưa tốt như cảnh sát hỏi cung tội phạm,mua iphone nhân_viên kiểm_tra chủ cũ mua máy hồi 20 h trả siêu_thị 22 h nghĩa tiếng đồng_hồ nhân_viên miêu_tả khách_hàng đem máy siêu_thị hình_như hồ_sơ trả_góp trả không máy hình gia_đình chụp công_viên ngoại_quan khung máy bong tróc khá màn_hình xước sâu mua dán cường_lực dán dẻo pp không thể che vết xước xước sâu nhân_viên nhân_viên bảo kho xước xước giảm thái_độ phục_vụ siêu_thị tốt hài nhân_viên tổng_đài gọi xác_nhận hôm nói_chuyện tốt cảnh_sát hỏi_cung tội_phạm,2,0,1
iphone-12,vừa mua hôm trước hôm sau đã phải đi bảo hành vì loa thoại không có,mua hôm hôm đi bảo hành loa thoại không,2,0,1
iphone-13,quá thất vọng thế giới di động ban máy lỗi cho tui mới đem ra tiệm kiểm tra sửa pin không vô nói đoi máy mới không đoi trả lại tốn hơn 1tr 24h sử dụng đem sửa thì hết 15ngay trong khi máy tui còn zin sẽ không mua điện thoại ở thế giới di động nữa nếu không thay đổi chính sách bảo hành cho sao 1000lan quan lý nói trả lại tiền nếu mua máy khác tui không đu tiền rồi không mua cũng không trả lại tiền thế giới di động cái tắc hang,thất_vọng thế_giới di_động ban máy lỗi tui mới đem tiệm kiểm_tra sửa pin không vô đổi máy mới không đổi trả tốn 24 h đem sửa hết 15 máy tui zin không mua điện_thoại thế_giới di_động không chính_sách bảo hành 1000 lan_quan lý trả tiền mua máy tui không đu tiền không mua không trả tiền thế_giới di_động tắc hang,1,0,1
iphone-13,điện thoại mua được hơn tháng tại điện máy xanh đang dùng trên tay đột nhiên liệu sập nguồn không lên được nữa đi bảo hành thì phức tạp giờ đi sữa bỏ tiền ra mua máy zin mới được tháng thành máy đã quá sửa chữa trong khi dùng rất cẩn thận chưa hề có và chạm gì rất thất vọng,điện_thoại mua điện_máy xanh đột_nhiên liệu sập không đi bảo hành phức_tạp đi sữa tiền mua máy zin mới thành máy sửa_chữa cẩn_thận hề chạm thất_vọng,1,0,1
iphone-13,ngày tuột thêm đem ra thế giới di động nhân viên xem sơ xong kêu up phần mềm xem có cải thiện không rồi bán hàng kèm sách bảo hành mà không có nổi nhân viên có chuyên môn rồi gởi đi bảo hành ngày rất mất thời gian và cũng không biết là giải quyết được vấn đề hay không rất chán kiểu làm việc bán rồi thôi của chuỗi cửa hàng lớn như vậy,tuột đem thế_giới di_động nhân_viên sơ xong kêu up phần_mềm cải_thiện không hàng kèm sách bảo hành không nổi nhân_viên chuyên_môn gởi đi bảo hành thời_gian không giải_quyết vấn_đề không chán kiểu làm_việc chuỗi cửa_hàng,1,0,1
iphone-13,gọi video nói chuyện người khác không nghe gọi mess cũng vậy là sao cần được hỗ trợ gấp,gọi video nói_chuyện không gọi mess gấp,2,0,1
iphone-13,mới mua tháng dùng ít mà pin còn là sao vậy,mới mua pin,1,0,1
iphone-13,tưởng chỉ có mỗi mình bị thôi nhưng đến một cũng đủ hiểu mình mua từ dùng rất kĩ luôn không dám chơi hay sạc nhiều mà hiện tại pin chỉ còn là sao nhỉ thề luôn cọc vãi,tưởng mua kĩ không dám sạc pin thề cọc vãi,1,0,1
iphone-13,pin không dùng mà vẫn tụt,pin không tụt,2,0,1
iphone-13,pin mới xài được ngày mà tụt còn 99 pin trước mình xài gần năm mới xuống pin,pin mới xài tụt 99 pin xài mới xuống pin,2,0,1
iphone-13,máy mới mua về gọi video chập chờn bên người nghe không nghe rõ lúc được lúc không đi bảo hành cả ngày không ra lỗi về dùng vẫn thế chất lượng dịch vụ quá kém,máy mới mua gọi video chập_chờn không không đi bảo hành không lỗi chất_lượng dịch_vụ kém,1,0,1
iphone-13,mua ngày cho đến hiện tại pin còn vậy mình muốn bán lại thì giá bao nhiêu tình trạng máy không bị trầy xước,mua pin giá bao nhiêu máy không trầy xước,2,0,1
iphone-13,mới mua iphone 128gb sạc nhanh không nóng nhưng tuột pin quá nhanh chỉ facebook và zalo 13h đến 16h30 từ còn mấy mua xong tự nhiên muốn xài lại samsung ghê,mới mua iphone 128 gb sạc nhanh không nóng tuột pin nhanh zalo 13 h 16 h30 mấy mua xong tự_nhiên xài samsung ghê,2,0,1
iphone-13,quá thất vọng thế giới di động ban máy lỗi cho tui mới đem ra tiệm kiểm tra sửa pin không vô nói đoi máy mới không đoi trả lại tốn hơn 1tr 24h sử dụng đem sửa thì hết 15ngay trong khi máy tui còn zin sẽ không mua điện thoại ở thế giới di động nữa nếu không thay đổi chính sách bảo hành cho sao 1000lan quan lý nói trả lại tiền nếu mua máy khác tui không đu tiền rồi không mua cũng không trả lại tiền thế giới di động cái tắc hang,thất_vọng thế_giới di_động ban máy lỗi tui mới đem tiệm kiểm_tra sửa pin không vô đổi máy mới không đổi trả tốn 24 h đem sửa hết 15 máy tui zin không mua điện_thoại thế_giới di_động không chính_sách bảo hành 1000 lan_quan lý trả tiền mua máy tui không đu tiền không mua không trả tiền thế_giới di_động tắc hang,1,0,1
iphone-13,điện thoại mua được hơn tháng tại điện máy xanh đang dùng trên tay đột nhiên liệu sập nguồn không lên được nữa đi bảo hành thì phức tạp giờ đi sữa bỏ tiền ra mua máy zin mới được tháng thành máy đã quá sửa chữa trong khi dùng rất cẩn thận chưa hề có và chạm gì rất thất vọng,điện_thoại mua điện_máy xanh đột_nhiên liệu sập không đi bảo hành phức_tạp đi sữa tiền mua máy zin mới thành máy sửa_chữa cẩn_thận hề chạm thất_vọng,1,0,1
iphone-13,ngày tuột thêm đem ra thế giới di động nhân viên xem sơ xong kêu up phần mềm xem có cải thiện không rồi bán hàng kèm sách bảo hành mà không có nổi nhân viên có chuyên môn rồi gởi đi bảo hành ngày rất mất thời gian và cũng không biết là giải quyết được vấn đề hay không rất chán kiểu làm việc bán rồi thôi của chuỗi cửa hàng lớn như vậy,tuột đem thế_giới di_động nhân_viên sơ xong kêu up phần_mềm cải_thiện không hàng kèm sách bảo hành không nổi nhân_viên chuyên_môn gởi đi bảo hành thời_gian không giải_quyết vấn_đề không chán kiểu làm_việc chuỗi cửa_hàng,1,0,1
iphone-13,gọi video nói chuyện người khác không nghe gọi mess cũng vậy là sao cần được hỗ trợ gấp,gọi video nói_chuyện không gọi mess gấp,2,0,1
iphone-13,mới mua tháng dùng ít mà pin còn là sao vậy,mới mua pin,1,0,1
iphone-13,tưởng chỉ có mỗi mình bị thôi nhưng đến một cũng đủ hiểu mình mua từ dùng rất kĩ luôn không dám chơi hay sạc nhiều mà hiện tại pin chỉ còn là sao nhỉ thề luôn cọc vãi,tưởng mua kĩ không dám sạc pin thề cọc vãi,1,0,1
iphone-13,pin không dùng mà vẫn tụt,pin không tụt,2,0,1
iphone-13,pin mới xài được ngày mà tụt còn 99 pin trước mình xài gần năm mới xuống pin,pin mới xài tụt 99 pin xài mới xuống pin,2,0,1
iphone-13,máy mới mua về gọi video chập chờn bên người nghe không nghe rõ lúc được lúc không đi bảo hành cả ngày không ra lỗi về dùng vẫn thế chất lượng dịch vụ quá kém,máy mới mua gọi video chập_chờn không không đi bảo hành không lỗi chất_lượng dịch_vụ kém,1,0,1
iphone-13,mua ngày cho đến hiện tại pin còn vậy mình muốn bán lại thì giá bao nhiêu tình trạng máy không bị trầy xước,mua pin giá bao nhiêu máy không trầy xước,2,0,1
iphone-13,mới mua iphone 128gb sạc nhanh không nóng nhưng tuột pin quá nhanh chỉ facebook và zalo 13h đến 16h30 từ còn mấy mua xong tự nhiên muốn xài lại samsung ghê,mới mua iphone 128 gb sạc nhanh không nóng tuột pin nhanh zalo 13 h 16 h30 mấy mua xong tự_nhiên xài samsung ghê,2,0,1
iphone-13,đọc feedback của ông nói mua tháng đã sụt pin mình không tin cho đến khi chính mình bị mua mà chưa đến tháng đã sụt pin trong khi chỉ lướt fb tiktok chả chơi game gì nặng cả ai dùng cho mình hỏi cứ mỗi tháng nó lại sụt pin như thế ạ,đọc feedback mua sụt pin không mua sụt pin lướt tiktok chả game sụt pin,2,0,1
iphone-13,mua hôm nay là đã tụt pin chì còn một trải nghiệm quá tồi tệ sạc thì rất hay nóng máy trước mình dùng ip11 gần năm pin mới hao như vậy đây dùng được có ngày đã hao hụt pin,mua hôm_nay tụt pin chì trải_nghiệm tồi_tệ sạc nóng máy ip11 pin mới hao hao_hụt pin,1,0,1
iphone-13,cáp sạc đi theo máy bị hư đem đi khi còn bảo hành cửa hàng gọi lại thông báo không phải cáp chính hãng của apple thề từ nay về sau không mua đồ của tgdđ nữa,cáp sạc đi máy hư đem đi bảo hành cửa_hàng gọi thông_báo không cáp chính_hãng apple thề không mua đồ tgdđ,1,0,1
iphone-13,hôm nay mới có dịp đánh giá cách phục vụ không liên quan đến sản phẩm mình mua góp thì có ảnh hưởng đến cửa hàng không ạ bạn nhân viên nữ có vẻ không thích khách hàng mua trả góp,hôm_nay mới dịp phục_vụ không sản_phẩm mua_góp ảnh_hưởng cửa_hàng không nhân_viên nữ vẻ không khách_hàng mua trả_góp,1,0,1
iphone-13,mình mua máy xài chưa được tháng đã tụt pin máy rất nóng lúc mua hỏi nhân viên sao nóng giữ vậy nhân viên nói là lần đầu nó chạy máy nên vậy nhưng qua ngày là hết nhưng không về vẫn nóng được tháng đầu máy ổn qua tháng kế tiếp pin sạc đầy xài xong tụt rất nhanh tới giờ chưa được tháng kiểm tra còn pin trong khi đó xài máy ip7 sau năm hơn mới có hiện tượng tụt pin rồi giải quyết làm sau,mua máy xài tụt pin máy nóng mua nhân_viên nóng nhân_viên đầu chạy máy hết không nóng đầu máy ổn kế_tiếp pin sạc xài xong tụt nhanh kiểm_tra pin xài máy ip7 mới hiện_tượng tụt pin giải_quyết,2,0,1
iphone-13,vừa mua trưa nay xong mua hẳn con cho cả nhà dùng gọi thì nghe toàn tiếng ồn với tiếng sột soạt như của giấy đọc trên mạng mới thấy nhiều người bị và chưa có cách giải quyết,mua trưa xong mua hẳn gọi toàn tiếng ồn tiếng sột_soạt giấy đọc mạng mới giải_quyết,2,0,1
iphone-13,mới mua được tuần sơn máy bị rộp bong tróc gửi bảo hành thì nhân viên nói từ chối bảo hành vì lí do không bảo hành phần ngoại quan tôi thề không bao giờ bước chân vào thế giới di động,mới mua tuần sơn máy rộp bong tróc gửi bảo hành nhân_viên từ_chối bảo hành lí_do không bảo hành ngoại_quan thề không bao chân thế_giới di_động,1,0,1
iphone-13,không nên mua hàng ở thế giới di dông bán thì mắc bảo hành thì tệ chỉ biết xe là giỏi toàn bộ chỉ khách hàng chịu thiệt nói chung không nên ghé thế giới di dộng mua dốt,không mua hàng thế_giới di dông mắc bảo hành tệ xe giỏi toàn_bộ khách_hàng thiệt không ghé thế_giới di dộng mua dốt,1,0,1
iphone-13,iphone vì sao để đêm không xài gì vẫn hao pin từ xin hỗ trợ ạ mình mới mua hồi ạ,iphone đêm không xài hao pin mới mua hồi,2,0,1
iphone-13,bảo hành lần về chưa kịp dùng vẫn hỏng không bên nào nhận thế giới di động ít bảo hành nhân viên tổng đài thái độ không nhiệt tình nhắn tin trung tâm thì kêu quản lý liên hệ nhưng đợi mãi không thấy đâu làm ăn vô trách nhiệm vậy ư,bảo hành kịp hỏng không thế_giới di_động bảo hành nhân_viên tổng_đài thái_độ không nhiệt_tình nhắn_tin trung_tâm kêu quản_lý liên_hệ đợi mãi không làm_ăn vô trách_nhiệm,1,0,1
iphone-13,máy sạc nóng quá bình thường sạc iphone và cũng không nóng mà sạc iphone lại nóng nếu sác mà dùng cái gì cái là bị cảnh báo máy nóng à và lại sạc cũng chậm so với các dòng máy khác,máy sạc nóng bình_thường sạc iphone không nóng sạc iphone nóng sác cảnh_báo máy nóng sạc chậm dòng máy,2,0,1
iphone-13,xưa giờ mua ở thế giới di động thì chưa phải đổi trả lần nào nhưng mới đây mình mới mua iphone thường sử dụng ngày thì có hiện tượng thi thoảng có màu đốm lạ trên màn hình mang ra nhân viên kỹ thuật thẩm định để đổi trả thì giờ bắt mang đi hãng hẹn tháng trời trong khi mình còn công việc nữa nên việc mang điện thoại đi trong thời gian lâu rất là bất tiện mình thấy bên cửa hàng giới thiệu khi mua thì lỗi gì đổi nấy trong tháng mà giờ mang ra thì lại nói mang đi thẩm định trong vòng ngày thì thất vọng quá ạ,xưa mua thế_giới di_động đổi trả mới mới mua iphone hiện_tượng thi thoảng màu đốm lạ màn_hình nhân_viên kỹ_thuật thẩm_định đổi trả bắt đi hãng hẹn trời công_việc điện_thoại đi thời_gian bất_tiện cửa_hàng giới_thiệu mua lỗi đổi đi thẩm_định vòng thất_vọng,1,0,1
iphone-13,mới mua nhưng sao màng hình màu không đẹp không sáng như đồ cũ mua ở vn,mới mua màng hình màu không đẹp không đồ cũ mua vn,2,0,1
iphone-13,mới mua được vài ngày pin tuột nhanh hết có cuộc gọi lúc bắt máy được lúc không bắt máy được,mới mua pin tuột nhanh hết cuộc_gọi bắt máy không bắt máy,1,0,1
iphone-13,mình có mua điện thoại iphone ở thế giới di dộng thới lai mình cái bạn cài điện thoại cho mình cài icloud mà không hỏi mình cài tên gì bạn tự ý cài khi theo ý mình mong muốn mình lúc giờ chỉ tin tưởng thế giới di động bạn làm mình thất vọng quá bạn cài máy rất lâu làm mình rất không vui mình không muốn vào lại đó chút nào,mua điện_thoại iphone thế_giới di dộng thới_lai cài điện_thoại cài icloud không cài cài mong_muốn tin_tưởng thế_giới di_động thất_vọng cài máy không vui không chút,1,0,1
iphone-13,máy mua được tháng màn hình bị sọc màu trắng xanh vàng đỏ gửi đi bảo hành hơn tuần rồi không biết như thế nào rất buồn,máy mua màn_hình sọc màu_trắng xanh vàng đỏ gửi đi bảo hành tuần không buồn,1,0,1
iphone-13,trả điện thoại lấy tiền lại cũng không được nói vòng vo tam quốc chán,trả điện_thoại tiền không vòng vo_tam quốc chán,1,0,1
iphone-13,mình mua và sử dụng cũng được vài tháng rồi mua vì hàng đập hộp cho an tâm nào dè sài chán máy nóng mau tuột pin 60h chậm màu hồng đẹp,mua mua hàng đập_hộp an_tâm dè sài chán máy nóng mau tuột pin 60 h chậm màu_hồng đẹp,2,0,1
iphone-13,máy mới mua về xài là thấy rất hay bị nóng mở app ra dùng tầm 5p là bắt đầu ấm lên càng dùng càng nóng quay video tầm 5p thì tối dồi ôi nóng phỏng tay trớ trêu dùng android 6tr máy mát lạnh xài năm chưa bao h thấy bị nóng máy giờ bỏ ra củ rước về cái máy very nóng lỗi nóng máy thì có được đổi trả ngày không vậy,máy mới mua xài nóng app tầm 5 p ấm nóng video tầm 5 p tối dồi ôi nóng trớ_trêu android máy mát_lạnh xài bao h nóng máy củ rước máy very nóng lỗi nóng máy đổi trả không,2,0,1
iphone-13,mua về chưa dùng được một tối đã lỗi không nhận sim kết quả phải gửi bảo hành bây giờ chờ ngày nữa không biết có máy dùng không bỏ tiền mua rắc rối bực tức,mua tối lỗi không sim kết_quả gửi bảo hành chờ không máy không tiền mua rắc_rối bực_tức,1,0,1
iphone-13,máy dùng được tháng thì nóng không lên nguồn gửi đi bảo hành ngày chiều ra dò lấy về thì tiếp tục nóng không lên nguồn quá phiền phức ảnh hưởng đến công việc,máy nóng không gửi đi bảo hành chiều dò nóng không phiền_phức ảnh_hưởng công_việc,1,0,1
iphone-13,sản phẩm tệ hay bị lỗi,sản_phẩm tệ lỗi,2,0,1
iphone-13,mới mua được tháng mà bị hỡ keo bung màng ráng đem gửi bảo hành hi vọng sẽ trở về trạng thái ban đầu,mới mua hỡ keo bung màng ráng đem gửi bảo hành hi_vọng trở_về trạng_thái ban_đầu,1,0,1
iphone-13,hình như chỉ đánh giá mới được duyệt đúng không add,hình_như mới duyệt không add,1,0,1
iphone-13,lỗi lên lỗi xuống gửi bảo hành lần đến chán rất dễ tróc sơn,lỗi lỗi xuống gửi bảo hành chán dễ tróc sơn,2,0,1
iphone-13,máy bị lỗi màn hình hên là còn bảo hành nên được thay miễn phí đem đi bảo hành cũng mất hơn tháng mới có máy nghĩ vẫn tức tự nhiên bị thay linh kiện trong khi lỗi đó đâu phải mình gây ra,máy lỗi màn_hình hên bảo hành thay miễn_phí đem đi bảo hành mới máy tức tự_nhiên thay linh_kiện lỗi,2,0,1
iphone-14,máy mới mua ít số mới ngày còn 98 tổng dung lượng pin đêm 10h để đến sáng tắt tất cả mà hết pin gửi kiểm định máy thì trả lời pin bình thường mà không giải thích gì về vấn đề tình trạng tuột pin người mua nên cân nhắc ạ lúc mua thì nhân viên tư vấn máy tự tốt ổn đến khi có sự cố thì bảo là iphone dòng thường thì pin nó sẽ như vậy vậy sao lúc ấy không nói vậy đi bán xong là hết trách nhiệm,máy mới mua mới 98 tổng dung_lượng pin đêm 10 h tắt hết pin gửi kiểm_định máy trả_lời pin bình_thường không giải_thích vấn_đề tuột pin người_mua cân_nhắc mua nhân_viên tư_vấn máy tốt ổn sự_cố bảo iphone dòng pin không đi xong hết trách_nhiệm,1,0,1
iphone-14,dịch vụ thế giới di động bây giờ quá kém mua điện thoại báo mua củ sạc được giảm tới đặt online phí vận chuyển có 10k thì không cho áp giảm bắt mua giảm thì chịu vận chuyển 30k trước đây do ok mà họ tệ quá,dịch_vụ thế_giới di_động kém mua điện_thoại báo mua củ sạc giảm online phí vận không áp giảm bắt mua giảm vận ok tệ,1,0,1
iphone-14,nhanh hết pin chỉ đọc báo trong vòng phút hết pin,nhanh hết pin đọc báo vòng phút hết pin,2,0,1
iphone-14,mình đã gửi inphone đi kiểm tra máy mình đã dùng ngài bị tróc sơn rất phiền phức bỏ tiền mua sài mà phải đi hầu nửa rất bực bội mong hãng inphone phải hồi mình sớm để mình còn tính chứ kéo dài thời gian qua tháng thứ mình lổ thêm là không dươc mà đúng xui đưa ngai mình máy lổi tróc sơn,gửi inphone đi kiểm_tra máy ngài tróc sơn phiền_phức tiền mua sài đi hầu nửa bực_bội mong hãng inphone hồi kéo_dài thời_gian lổ không dươc xui ngai máy lổi tróc sơn,1,0,1
iphone-14,pin tuột như tuột máu lâu lâu còn bị lag đứng yên rất khó chịu,pin tuột tuột máu lag đứng yên khó_chịu,1,0,1
iphone-14,không liên quan tới điện thoại từ khi mua hàng nhận được rất nhiều cuộc gọi mời chào từ cờ bạc game thủ không biết có bị bán thông tin không,không điện_thoại mua hàng cuộc_gọi mời_chào cờ_bạc game thủ không thông_tin không,1,0,1
iphone-14,pin tuột như tuột máu lâu lâu còn bị lag đứng yên rất khó chịu,pin tuột tuột máu lag đứng yên khó_chịu,1,0,1
iphone-14,không liên quan tới điện thoại từ khi mua hàng nhận được rất nhiều cuộc gọi mời chào từ cờ bạc game thủ không biết có bị bán thông tin không,không điện_thoại mua hàng cuộc_gọi mời_chào cờ_bạc game thủ không thông_tin không,1,0,1
iphone-14,máy bị lỗi trong ngày đầu không được hổ trợ đổi máy ngay,máy lỗi đầu không hổ trợ đổi máy,1,0,1
iphone-15-plus,sạc lần một pin kém quá,sạc pin kém,2,0,1
iphone-15-plus,sai mới 4 tháng mà hao hết pin hối hận,sai mới bốn hao hết pin hối_hận,2,0,1
iphone-15-plus,máy xài được mới tháng chu kì sạc chỉ lần đã tuột thấy chất lượng tệ nhỉ,máy xài mới chu_kì sạc tuột chất_lượng tệ,2,0,1
iphone-15-plus,mình đặt mua ip15 qua trước đến cửa hàng nhận máy thì đợi hồi lâu mới có máy cửa hàng thì không có ốp lưng cường lực có miếng dán chống chày thì bạn nhân viên dán bị bọt khí phản hồi cho bạn ấy thì bạn nói anh về sạc nóng máy là tự hết mua điện thoại xong thì bạn nhân viên đưa cái túi bự chà bá lửa do hết túi mong anh thông cảm một trải nghiệm mua hàng cực kì tệ,mua ip15 cửa_hàng máy đợi hồi_lâu mới máy cửa_hàng không ốp_lưng cường_lực miếng dán chống chày nhân_viên dán bọt khí phản_hồi sạc nóng máy hết mua điện_thoại xong nhân_viên túi bự chà bá lửa hết túi mong thông_cảm trải_nghiệm mua hàng cực kì tệ,1,0,1
iphone-15-plus,bị lỗi sạc điện thoại không vào pin khi mới mua có ngày mong thế giới di động liên hệ sớm,lỗi sạc điện_thoại không pin mới mua mong thế_giới di_động liên_hệ,2,0,1
iphone-15-pro-max,mới mua được tháng sạc lần mà tuột pin đã tuột rồi,mới mua sạc tuột pin tuột,2,0,1
iphone-15-pro-max,đã mua iphone 15 pro max hàng đã qua sử dụng tại thế giới di động tuy nhiên sản phẩm không phải mã vn mà là mã indonesia quá thất vọng vì nhân viên không nói rõ sản phẩm không phải của việt nam ngay cả trên website trong mục thông tin của sản phẩm cũng không đề cập tới sản phẩm của nước nào tại sao không nói rõ cho người mua biết để người mua cân nhắc tôi mua hàng tại tgdđ bởi vì tin tưởng sản phẩm iphone này là của thị trường việt nam tuy nhiên lại nhận được sản phẩm của nước ngoài nếu muốn mua iphone của nước ngoài thì có thể lựa chọn rất nhiều hệ thống của các nhà bán lẻ khác chứ đâu cần mua của tgdđ bản thân tôi đã mua khá nhiều hàng cũ của tgdđ để tuy nhiên lần này tôi thực sự thất vọng và có lẽ sẽ cân nhắc thay đổi nơi mua hàng tạm biệt nơi đã từng đặt niềm tin,mua iphone 15 pro max hàng thế_giới di_động nhiên sản_phẩm không mã vn mã indonesia thất_vọng nhân_viên không sản_phẩm không việt_nam website mục thông_tin sản_phẩm không đề_cập sản_phẩm không người_mua người_mua cân_nhắc mua hàng tgdđ tin_tưởng sản_phẩm iphone thị_trường việt_nam nhiên sản_phẩm nước_ngoài mua iphone nước_ngoài thể lựa_chọn hệ_thống bán_lẻ mua tgdđ mua khá hàng cũ tgdđ nhiên thất_vọng lẽ cân_nhắc mua hàng tạm_biệt niềm_tin,1,0,1
iphone-15-pro-max,mình mua điện thoại tháng năm sử dụng tới ngày tháng năm thì bị sụp nguồn bây giờ phải gửi đi bảo hành chờ đợi mất bao nhiêu thời gian và dữ liệu đúng ra những lỗi lặt vặt thì nên gửi đi bảo hành chứ lỗi sập nguồn là phải đổi ngay cho khách một điện thoại khác bỏ ra triệu mua điện thoại mà trải nghiệm dở tệ,mua điện_thoại sụp gửi đi bảo hành chờ đợi bao nhiêu thời_gian dữ_liệu lỗi lặt_vặt gửi đi bảo hành lỗi sập đổi điện_thoại triệu mua điện_thoại trải_nghiệm dở tệ,1,0,1
iphone-15-pro-max,mới mua tháng sạc lần mà pin tụt còn tệ thật sự,mới mua sạc pin tụt tệ,2,0,1
iphone-15-pro-max,mới mua 15 phút pin tuột nhanh máy nóng,mới mua 15 phút pin tuột nhanh máy nóng,2,0,1
iphone-15-pro-max,mới mua tháng hay bị lỗi cuộc gọi đến bắt máy không được là sao vậy,mới mua lỗi cuộc_gọi bắt máy không,1,0,1
iphone-15-pro-max,sạc lần pin còn pin tụt nhanh máy nóng,sạc pin pin tụt nhanh máy nóng,2,0,1
iphone-15-pro-max,tại sao tui mới mua được tháng ngày sạc lần mà pin lại tuột xuống,tui mới mua sạc pin tuột xuống,2,0,1
iphone-15-pro-max,mới mua chưa được tháng chỉ sử dụng cước fb tiktok ngày sạc lần mà giờ xem lại sạc lần mà pin xuống còn trong khi mua cước sạc chính hãng tgdđ quá chán thấy thất vọng thật,mới mua cước tiktok sạc sạc pin xuống mua cước sạc chính_hãng tgdđ chán thất_vọng,2,0,1
iphone-15-pro-max,mua máy được hơn tháng điều đánh giá đầu tiên là dù promax nhưng không thích bằng thường trước đó tôi sử dụng1 là dù ram 8g nhưng xử lý chậm hay bị đơ nếu thao tác bấm nhanh thì y như rằng điện thoại lác theo luôn phải ấn phím tắt rồi thoát ứng dụng ra vào lại2 là zalo hình ảnh chụp trực tiếp trên ứng dụng zalo quá dở tệ độ nét thua xa con trc tôi dùng 3g cũng là zalo việc chụp nhiều hình ảnh ở camera bên ngoài sau đó vào luôn zalo để chọn gửi đi thì thôi xong nó auto lác ảnh không load được ngay mà phải chờ vài phút hoặc đứng hình luôn với số tiền 30tr bỏ ra thật không đáng mua chút nào,mua máy promax không 1 ram 8 g chậm đơ thao_tác bấm nhanh y điện_thoại lác ấn phím_tắt thoát ứng_dụng 2 zalo hình_ảnh chụp ứng_dụng zalo dở tệ độ_nét thua trc 3g zalo chụp hình_ảnh camera zalo gửi đi xong auto lác ảnh không load chờ phút đứng hình tiền không mua chút,2,0,1
iphone-15-pro-max,mới mua được tháng sạc lần mà tuột pin tuột rôi,mới mua sạc tuột pin tuột rôi,2,0,1
