product_id,comment,comment_clean,rating
honor-x8b,máy mới dùng mà loa bị rè nghe không rõ lỗi do điện thoại,máy mới loa_rè không lỗi điện_thoại,3
honor-x8b,mạng yếu hay mất sóng đổi máy khác được không,mạng yếu_sóng đổi máy không,1
honor-x8b,mọi thứ đều ok nha chức năng ổn áp lắm điểm trừ duy nhất là quay,ok nha chức_năng ổn_áp lắm trừ,4
honor-x8b,nhìn qua mọi người cứ hỏi mới mua iphone à sau tuần sử dụng thấy mọi thứ,mới mua iphone tuần sử_dụng,5
honor-x8b,mình mới mua ngày nhưng thấy không hài lòng camera thấy kém xem ảnh bị giật,mới mua không hài_lòng camera kém ảnh giật,3
honor-x8b,tuyệt vời với số tiền hơn trẻ cô chủ cửa hàng rất đáng yêu,tuyệt_vời tiền trẻ chủ cửa_hàng yêu,5
honor-x8b,máy chạy trong tam gia nay qua on moi man hinh dep pin lion,máy chạy tam_gia_on moi_man hinh dep pin lion,5
honor-x8b,pin hết nhanh đã nhiệm kém,pin hết nhanh_nhiệm kém,3
honor-x8b,pin không bằng các loại cùng tầm nhưng sài cũng không khác mấy mà mình thấy,pin không tầm_sài không mấy,5
honor-x8b,máy chạy mượt pin sài bình thường camera đẹp màn hình hoàn,máy chạy mượt_pin sài bình_camera đẹp màn_hình hoàn,4
honor-x8b,mới mua được ngày sạc 35w chậm hơn 33w để qua đêm tụt,mới mua sạc 35 w chậm 33 w đêm tụt,3
honor-x8b,em mới mua máy dùng được ngày mà em muốn giả lại có được không ạ,mới mua máy dùng_được giả không,3
honor-x8b,máy đẹp rất mượt rất tốt nên mua,máy đẹp mượt tốt mua,5
honor-x8b,em mới mua được tháng bán lại thì mất bao nhiêu ạ,mới mua bao_nhiêu,5
honor-x8b,mình mới mua chưa được tháng nhưng bị rơi vỡ có đổi được không,mới mua chưa_được rơi vỡ đổi không,5
honor-x8b,cho hỏi đã dán màn hình luôn chưa vậy ạ,dán màn_hình,4
honor-x8b,ok,ok,5
honor-x8b,nói chung máy mượt nhưng chỉnh độ sáng tự động mà ra ngoài trời nắng trở vào,máy mượt chỉnh_độ động_trời nắng trở,3
honor-x8b,điện thoại xài rất ok trong tầm giá mọi người nên mua để trải nghiệm,điện_thoại xài ok tầm_giá mua trải_nghiệm,5
honor-x8b,mấy em đẹp mấy em đẹp,mấy đẹp mấy đẹp,5
honor-x8b,máy có tính năng nc,máy_năng nc,4
honor-x8b,mua được gần tháng máy khá ok mạnh mượt sạc nhanh,mua máy khá ok_mượt sạc nhanh,5
honor-x8b,đã mua sản phẩm này sử dụng thấy rất ổn app mượt nhẹ tay,mua sản_phẩm sử_dụng ổn app mượt nhẹ,5
honor-x8b,mình mới mua được hơn tuần gọi điện zalo messenger rung lắc mặc dù mạng wifi,mới mua tuần gọi điện zalo messenger rung_lắc mặc mạng wifi,3
iphone-12,mua máy lướt được hôm đã lỗi loa ngoài lúc bán nhân viên không,mua máy lướt hôm lỗi loa nhân_viên không,1
iphone-12,mới mua mà dễ nóng quá khi sạc và nhất là bật máy ảnh vài phút là,mới mua nóng_sạc bật máy_ảnh phút,2
iphone-12,tôi mới dùng khoảng tháng mong thế giới di động hướng dẫn cách dùng sim iphone tôi đang dùng sim vật lý muốn dùng thêm sim nữa cho tiện công việc,mới mong_giới di_động hướng sim iphone_sim vật_lý sim_tiện công,5
iphone-12,xài lúc vừa ra tới hầm quá ok,xài hầm ok,5
iphone-12,tạm ổn nhưng pin hôm mua còn về sài hôm thì tụt xuống còn lại tất cả đều ok,tạm ổn pin hôm mua sài hôm tụt tất_ok,3
iphone-12,bên mình có bán airtag đi kèm không ạ,airtag đi kèm không,4
iphone-12,hàng trưng bày sạc lần mà pin tụt còn,hàng trưng_bày sạc pin tụt,1
iphone-12,mặt kính cảm ứng cường lực nhưng không chống nước dùng được tháng màn hình nước không còn chỗ trống thua màn hình sạch sẽ,mặt kính_cảm_ứng cường_lực không chống dùng_được màn_hình không chỗ trống_thua màn_hình sạch,1
iphone-12,hiện tại sức tốt,hiện sức tốt,4
iphone-12,sản phẩm sài ok lắm,sản_phẩm sài_ok lắm,5
iphone-12,mới dùng được tuần máy vẫn ổn định thời gian dài hơn thì chưa biết thế nào nói chung là đồ điện tử thì máy hơn không,mới dùng_được tuần máy ổn_định thời_gian đồ điện_tử máy không,4
iphone-12,điện thoại mua được gần tháng lúc trước dùng bình thường nhưng gần đây chỉ lướt fb cũng rất nóng mong được phản hồi,điện_thoại mua bình_lướt nóng_mong phản_hồi,4
iphone-12,mai mốt mang đi bảo hành đây tự nhiên sọc màn cho dù không rơi,mai_mốt đi bảo_hành_nhiên sọc màn không rơi,1
iphone-12,sản phẩm tốt,sản_phẩm tốt,5
iphone-12,mới mua được tháng bây giờ phát hiện ra bức xạ vậy ra đổi có được không,mới mua bây phát_hiện xạ_đổi không,2
iphone-12,hàng rất ok,hàng ok,5
iphone-12,ok,ok,5
iphone-12,ok tốt,ok tốt,5
iphone-12,tốt,tốt,5
iphone-12,đẹp lắm ạ máy đẹp thank shop,đẹp lắm máy đẹp thank shop,5
iphone-12,màu đẹp dùng rất ok,màu đẹp ok,5
iphone-12,ưng cái màu máy,ưng màu máy,5
iphone-12,đang xài bình thường máy ngoại hình phù hợp con gái hơn nam cầm cảm giác hơi nhẹ tay,xài bình_máy ngoại_hình phù_hợp gái nam cầm cảm_giác hơi nhẹ,4
iphone-12,cho mình hỏi dế mình mua bên thế giới di động mà giờ nó bị hư mình có thể đem ra điện máy xanh gửi sửa chữa được chứ,dế mua giới di_động hư_thể đem điện_máy xanh gửi sửa_chữa,5
iphone-12,tốt,tốt,5
iphone-12,ok,ok,4
iphone-12,nhanh màn hình không sáng lắm,nhanh màn_hình không lắm,4
iphone-12,tốt,tốt,4
iphone-12,tốt,tốt,5
iphone-12,mới mua được tháng thì xảy ra tình trạng tụt pin qua đêm đã tắt toàn bộ các ứng dụng mạng và bluetooth chả hiểu nổi quá tệ,mới mua xảy tình_trạng tụt_pin đêm tắt toàn ứng_dụng mạng bluetooth_chả nổi tệ,2
iphone-12,có dây sạc mà không có củ sạc,dây sạc không_có củ sạc,3
iphone-12,very good,very good,5
iphone-12,số tốt,tốt,4
iphone-12,ok tốt á,ok tốt,4
iphone-12,hàng ok,hàng ok,5
iphone-12,rất ok,ok,5
iphone-12,do máy trải nghiệm nên màn hơi vàng chút xíu,máy trải_nghiệm màn hơi vàng chút xíu,3
iphone-12,cám ơn thế giới di động,cám ơn_giới di_động,5
iphone-12,tốt,tốt,5
iphone-12,dùng mượt hơn sau cùng,mượt,4
iphone-12,bắt mạng rất yếu,bắt mạng yếu,2
iphone-12,sản phẩm dùng rất tốt mình không game chỉ quay phim chụp hình như vậy là quá đủ,sản_phẩm tốt không game phim chụp hình,5
iphone-12,rất tốt,tốt,5
iphone-12,good,good,5
iphone-12,tốt,tốt,5
iphone-12,tệ pin dại quá,tệ pin dại,1
iphone-12,sản phẩm rất đẹp dùng mượt chưa thấy lỗi nào,sản_phẩm đẹp mượt lỗi,5
iphone-12,ok,ok,5
iphone-12,sản phẩm chất lượng,sản_phẩm chất_lượng,4
iphone-12,sản phẩm này tốt,sản_phẩm tốt,4
iphone-12,đã sử dụng ok không có vấn đề gì,sử_dụng ok không_có vấn_đề,5
iphone-12,hàng tốt nhé mọi người,hàng tốt,4
iphone-12,ổn mượt,ổn mượt,5
iphone-12,ok,ok,5
iphone-12,pin của điện thoại mới mà như pin bị chai vậy xuống rất nhanh mình rất thất vọng mai mình đem ra shop đổi con khác đây,pin điện_thoại mới pin chai nhanh thất_vọng mai đem shop đổi,2
iphone-12,trải nghiệm thú vị,trải_nghiệm thú_vị,4
iphone-12,chưa thấy lỗi gì,lỗi,4
iphone-12,máy bắt wifi yếu đã đổi trả lần,máy bắt wifi_yếu đổi trả,3
iphone-12,sản phẩm tốt,sản_phẩm tốt,4
iphone-12,sản phẩm dùng rất ok,sản_phẩm ok,4
iphone-12,máy lôi đổi khó khăn quá,máy lôi đổi khăn,1
iphone-12,rất tốt,tốt,5
iphone-12,hiện tại mình đang dùng và đang kiểm tra nếu có vấn đề sẽ phản hồi nhé cảm ơn,hiện kiểm_tra vấn_đề phản_hồi cảm_ơn,4
iphone-12,sử dụng tốt phục vụ tốt,sử_dụng tốt phục_vụ tốt,5
iphone-12,máy tốt,máy tốt,5
iphone-12,sản phẩm rất tốt mọi người nên dùng thử,sản_phẩm tốt thử,5
iphone-12,tuyệt vời ông mặt trời,tuyệt_vời mặt_trời,5
iphone-12,ok trong tầm giá,ok tầm giá,5
iphone-12,mặc dù hôm nhận hàng thời tiết rất lạnh nhưng các bạn nhân viên giao hàng đúng hẹn và hướng dẫn kích hoạt sản phẩm rất nhiệt tình,mặc hôm hàng thời_tiết lạnh nhân_viên giao hàng hẹn hướng kích_hoạt_sản_phẩm nhiệt_tình,5
iphone-12,rất ok,ok,5
iphone-12,máy chất lượng tốt hài lòng với dịch vụ,máy chất_lượng tốt hài_lòng dịch_vụ,5
iphone-12,điện thoại sài rất ổn,điện_thoại sài ổn,4
iphone-12,hiện tại vẫn chạy bình thường,hiện chạy bình,4
iphone-12,máy xài mượt,máy xài mượt,5
iphone-12,ok,ok,5
iphone-12,thiết kế nhỏ gọn sang trọng chụp hình siêu đẹp mượt mà dễ xài pin xài đủ ngày nhân viên thế giới di động thân thiện chuyên nghiệp,thiết_kế nhỏ gọn sang_trọng chụp hình siêu_đẹp mượt_xài pin xài nhân_viên giới di_động thân_thiện chuyên_nghiệp,5
iphone-12,nhân viên thân thiện tư vấn nhiệt tình cảm ơn nhân viên đã quảng tùng,nhân_viên thân_thiện tư_vấn nhiệt_tình cảm_ơn nhân_viên quảng_tùng,5
iphone-12,đẹp máy siêu mượt nhân viên nhiệt tình,đẹp máy siêu_mượt nhân_viên nhiệt_tình,5
iphone-12,máy mới mà màn hình và sau lưng gõ ọp ọp không biết có được đổi máy mới không,máy mới màn_hình lưng gõ ọp_ọp không đổi máy mới không,2
iphone-12,cho đến hiện tại mọi thứ vẫn bình thường,hiện bình,4
iphone-12,hiện tại thì tốt,hiện tốt,4
iphone-12,máy dùng rất ok không vết trầy xước đặc biệt quản lý cửa hàng chia sẻ rất chi tiết về sản phẩm,máy ok không vết trầy_xước đặc_biệt quản_lý cửa_hàng chia_sẻ chi_tiết sản_phẩm,5
iphone-12,ok,ok,5
iphone-12,sản phẩm dùng tốt ổn định,sản_phẩm tốt ổn_định,4
iphone-12,ok xài tốt vợ mình rất thích,ok xài tốt vợ,5
iphone-12,đất mới mua chưa đầy tháng bị như này là sao trời,đất mới mua trời,2
iphone-12,máy mới nên dùng vẫn ok mỗi tội chưa ok như ip13 ip14 ,máy mới ok_tội ok ip13 ip14,5
iphone-12,tốt,tốt,5
iphone-12,tốt,tốt,5
iphone-12,tốt,tốt,4
iphone-12,rất tốt,tốt,5
iphone-12,tốt,tốt,5
iphone-12,máy mới sử dụng năm đã cháy main,máy mới sử_dụng cháy main,1
iphone-12,sản phẩm tốt,sản_phẩm tốt,4
iphone-12,nhân viên nhiệt tình,nhân_viên nhiệt_tình,5
iphone-12,điện thoại mượt chụp hình đẹp giá mắc đập là bể mắt hít không nhận diện được faceid khi đeo khẩu trang,điện_thoại mượt chụp hình đẹp giá mắc đập bể mắt hít không diện faceid đeo khẩu_trang,4
iphone-12,sưa lại cái máy epo cho chị xong gọi chị lấy,sưa máy epo xong gọi,4
iphone-12,tróc mắt ok chất lượng máy còn thời gian sau chưa biết thế nào phần dịch vụ cài đặt lại máy nhân viên đã hỗ trợ nhưng một số phần mềm chưa khôi phục lại được email googgle phập to,tróc mắt ok chất_lượng máy thời_gian dịch_vụ cài máy nhân_viên hỗ_trợ mềm khôi_phục email googgle phập to,4
iphone-12,sản phẩm ok,sản_phẩm ok,4
iphone-12,hoài lòng với sản phẩm đã mua,hoài sản_phẩm mua,5
iphone-12,sản phẩm tốt phục vụ chu đáo,sản_phẩm tốt phục_vụ chu_đáo,5
iphone-12,ok,ok,5
iphone-12,rất tốt,tốt,5
iphone-12,giao nhanh nhân viên nhiệt tình máy đẹp,giao nhanh nhân_viên nhiệt_tình máy đẹp,5
iphone-12,dùng ok,ok,4
iphone-12,vẫn dùng tốt,tốt,5
iphone-12,kate rất hài lòng,kate hài_lòng,5
iphone-12,có mua chiếc iphone đã qua sử dụng được nhân viên kiểm tra là chủ cũ mua máy này hồi tháng lúc 20h và trả lại siêu thị 22h nghĩa là chỉ sử dụng khoảng tiếng đồng hồ nhân viên còn miêu tả là khách hàng trước còn chưa đem máy ra khỏi siêu thị hình như là làm hồ sơ trả góp thế nào đó rồi trả lại nhưng không hiểu sao trong máy lại có hình gia đình họ chụp ở công viên còn ngoại quan khung máy thì bong tróc khá nhiều màn hình xước rất nhiều và rất sâu mua về dán cường lực hay dán dẻo pp đều không thể che được các vết xước vì xước quá sâu hỏi nhân viên thì nhân viên bảo là do để trong kho lâu nên bị xước vì xước quá nên giảm thêm 300k thái độ phục vụ của siêu thị thì rất tốt rất hài lòng còn nhân viên tổng đài gọi lại để xác nhận ngày hôm sau thì cách nói chuyện chưa tốt như cảnh sát hỏi cung tội phạm,mua iphone sử_dụng nhân_viên kiểm_tra chủ cũ mua máy hồi 20 h trả siêu_thị 22 h_nghĩa sử_dụng tiếng đồng_hồ nhân_viên miêu_tả hàng đem máy siêu_thị hình hồ_sơ trả_góp trả không máy_hình gia_đình chụp công_viên ngoại_quan khung máy bong tróc khá màn_hình xước sâu mua dán cường_lực dán dẻo pp không_thể che vết xước_xước sâu nhân_viên nhân_viên bảo kho xước_xước 300 k thái_độ phục_vụ siêu_thị tốt hài_lòng nhân_viên tổng_đài gọi xác hôm tốt cảnh_sát cung tội_phạm,2
iphone-12,tuyệt vời,tuyệt_vời,5
iphone-12,tốt,tốt,5
iphone-12,cũng tốt mượt mà,tốt mượt,4
iphone-12,rất hài lòng,hài_lòng,5
iphone-12,oke,ok,5
iphone-12,rất hài lòng,hài_lòng,5
iphone-12,mua điện thoại ở thế giới di động tôi thấy yên tâm,mua điện_thoại giới di_động yên_tâm,4
iphone-12,sản phẩm chính hãng xài rất tốt cảm ứng rất mượt mà mình chọn mua sản phẩm này chỉ 64g nhưng đủ yêu cầu cho riêng mình và được giảm giá nơi cửa hàng hợp tài chánh và ý thích của cá nhân mình tgdđ là cửa hàng tôi tin tưởng nhất khi mua điện thoại hoặc các sản phẩm khác chế độ hậu mãi của cửa hàng rất tốt,sản_phẩm hãng xài tốt cảm_ứng mượt mua sản_phẩm 64 g yêu_cầu giá cửa_hàng hợp tài_chánh cá_nhân tgdđ cửa_hàng tưởng mua điện_thoại sản_phẩm chế_độ hậu_mãi cửa_hàng tốt,5
iphone-12,tốt,tốt,5
iphone-12,sang,sang,4
iphone-12,sản phẩm rất tốt nhân viên tư vấn rất nhiệt tình,sản_phẩm tốt nhân_viên tư_vấn nhiệt_tình,5
iphone-12,thái độ phục vụ của đtmx rất tốt đắt hơn một số nơi một chút nhưng sao hàng được bảo đảm hơn máy dùng mượt mà xịn xịn,thái_độ phục_vụ đtmx tốt đắt chút hàng bảo_đảm máy mượt xịn xịn,5
iphone-12,tạm ổn pin hơi nhanh hết bù lại sạc nhanh,tạm ổn pin hơi nhanh hết bù sạc nhanh,4
iphone-12,sản phẩm ok ạ,sản_phẩm ok,5
iphone-12,nhân viên nhiệt tình,nhân_viên nhiệt_tình,4
iphone-12,rất hài lòng với sản phẩm nhân viên tư vấn nhiệt tình chu đáo,hài_lòng sản_phẩm nhân_viên tư_vấn nhiệt_tình chu_đáo,5
iphone-12,tốt,tốt,5
iphone-12,chơi game khá ngon nha,game khá ngon_nha,5
iphone-12,tân tình chu đáo,tân_tình chu_đáo,5
iphone-12,máy dùng cũng ok nhưng pin hơi kém,máy ok pin hơi kém,3
iphone-12,sản phẩm được hình thức mới đẹp nói chung không có gì để chê,sản_phẩm hình_thức mới đẹp không_có chê,5
iphone-12,vừa mua hôm trước hôm sau đã phải đi bảo hành vì loa thoại không có,mua hôm hôm đi bảo_hành loa_thoại không_có,2
iphone-12,rất hài lòng về cửa hàng chị nhân viên tư vấn hỗ trợ nhiệt tình mình thích ip12 ở thiết kế vuông vức mà không kém phần tinh tế khung viền nhôm cho cảm giác cầm nắm nhẹ nhàng màn có sự nâng cấp về tấm nền cho chất lượng hiển thị và độ sáng cao hơn so với ip11 mình đã sử dụng được hơn tuần cảm nhận về hiệu năng thì đỉnh chỉ có điểm yếu nhỏ là viên pin 2815mah nhỏ so với các mẫu điện thoại cùng phân khúc nhưng đủ dùng trong ngày vẫn quá là oki ạ,hài_lòng cửa_hàng nhân_viên tư_vấn hỗ_trợ nhiệt_tình ip12 thiết_kế vuông_vức không kém tinh_tế khung viền nhôm cảm_giác cầm nắm nhẹ_nhàng màn nâng chất_lượng hiển_thị_độ ip11 sử_dụng tuần_cảm hiệu_năng đỉnh yếu nhỏ_viên pin 2815 mah nhỏ mẫu điện_thoại phân_khúc oki,5
iphone-12,máy tốt,máy tốt,4
iphone-12,chạy mượt,chạy mượt,5
iphone-12,dung tot,dung tot,4
iphone-12,ok,ok,5
iphone-12,thái độ phục vụ tốt,thái_độ phục_vụ tốt,4
iphone-12,trong thời gian đã dùng thì thấy ok,thời_gian ok,4
iphone-12,máy mua được 3 tháng rồi rất tốt rất hài lòng không nhưng một số bạn nói pin sài đủ cho ngày,máy mua tốt hài_lòng không pin sài,5
iphone-13,đã trải nghiệm được ngày máy dùng mọi chức năng thấy ổn sạc pin không nóng máy nếu chỉ gọi nghe chắc phải tiếng mới sạc lần camera thích hợp quay phim chụp hình vào ban ngày bạn đêm hình ảnh chụp hơi kém nói chung máy dùng ổn,trải_nghiệm máy chức_năng ổn sạc pin không nóng_máy gọi tiếng mới sạc camera_hợp phim chụp hình ban_đêm hình_ảnh chụp hơi kém máy ổn,4
iphone-13,sài rất tốt,sài tốt,5
iphone-13,giờ tôi muốn bán lại chiếc iphone này cho thế giới di động có được không,iphone_giới di_động không,4
iphone-13,quá thất vọng thế giới di động ban máy lỗi cho tui mới đem ra tiệm kiểm tra sửa pin không vô nói đoi máy mới không đoi trả lại tốn hơn 1tr 24h sử dụng đem sửa thì hết 15ngay trong khi máy tui còn zin sẽ không mua điện thoại ở thế giới di động nữa nếu không thay đổi chính sách bảo hành cho sao 1000lan quan lý nói trả lại tiền nếu mua máy khác tui không đu tiền rồi không mua cũng không trả lại tiền thế giới di động cái tắc hang,thất_vọng giới di_động ban máy lỗi tui mới đem tiệm kiểm_tra sửa pin không vô_đổi máy mới không đổi trả tốn 1 tr 24 h sử_dụng đem sửa hết 15 ngay máy tui zin không mua điện_thoại giới di_động không thay_đổi sách bảo_hành 1000 lan quan_lý trả tiền mua máy tui không đu_tiền không mua không trả tiền_giới di_động tắc hang,1
iphone-13,sao hđh nó lại là không phải như ghi trên web,hđh không ghi web,4
iphone-13,mới mua mấy ngày trước,mới mua mấy,4
iphone-13,máy mới mua ngày camera sau có hạt bụi nhân viên xác nhận có bụi bảo gửi máy về hãng thẩm định goodbye để từ bây giờ,máy mới mua camera hạt bụi nhân_viên xác bụi bảo gửi máy hãng thẩm_định goodbye bây,3
iphone-13,điện thoại mua được hơn tháng tại điện máy xanh đang dùng trên tay đột nhiên liệu sập nguồn không lên được nữa đi bảo hành thì phức tạp giờ đi sữa bỏ tiền ra mua máy zin mới được tháng thành máy đã quá sửa chữa trong khi dùng rất cẩn thận chưa hề có và chạm gì rất thất vọng,điện_thoại mua điện_máy xanh đột_nhiên_liệu sập không đi bảo_hành phức_tạp đi sữa tiền mua máy zin mới thành máy sửa_chữa cẩn_thận hề chạm thất_vọng,1
iphone-13,mới mua một tuần cảm thấy hài lòng pin dùng cũng được một ngày vì máy mới nên ok,mới mua tuần_cảm hài_lòng pin máy mới ok,4
iphone-13,tại sao iphone của tôi mới mua về dùng lại bị nóng máy,iphone mới mua nóng máy,3
iphone-13,cộng dây saka không vô có đổi được không ạ,cộng dây saka không vô_đổi không,4
iphone-13,sao mình mua thương mà cảm thấy pin tụt khá nhanh với hay bị đo,mua thương_cảm pin_tụt khá nhanh đo,3
iphone-13,mua giá 13tr990 thế mà về nhà xem giá trên web có 13tr690 là sao nhỉ từ hôm bận quá chưa cả có thời gian để thắc mắc luôn,mua giá 13 tr990 giá web 13 tr690 hôm bận thời_gian thắc_mắc,3
iphone-13,máy mua hàng đổi trả máy có trầy chổ nhưng không đáng kể máy mới pin xài ổn định mượt màn đẹp loa hay pin trâu xài wifi không game tiếng tuỳ tác vụ camera chụp hình quay video ngon cảm thấy hài lòng với p13 nhân viên tư vấn nhiệt tình ok,máy mua hàng đổi trả máy trầy chổ không máy mới pin_xài ổn_định mượt_màn đẹp loa pin trâu xài wifi không game tiếng tùy tác_vụ camera chụp hình video ngon_cảm hài_lòng p13 nhân_viên tư_vấn nhiệt_tình ok,5
iphone-13,điện thoại dùng mượt chụp hình đẹp pin dùng mãi chả thấy hết để sạc rất hài lòng ai đang định mua thì chọn luôn không phải lăn tăn nhé,điện_thoại mượt chụp hình đẹp_pin mãi chả hết sạc hài_lòng_định mua không lăn tăn,5
iphone-13,cũng tạm hàng trưng bày có bị xước màn hình rồi nhưng mọi thứ dùng ổn pin nhưng hơi đuối tóm lại giá rẻ hơn mọi chỗ máy zin all chế độ bảo hành đổi trả kém hơn chỗ khác chút,tạm hàng trưng_bày xước màn_hình ổn pin hơi đuối_tóm giá rẻ chỗ máy zin all chế_độ bảo_hành_đổi trả kém chỗ chút,5
iphone-13,thiết kế mặt trước nhìn giống táo pro max quá nhìn cái kết em honor liền giao diện ok bắt mắt hiệu năng tốt trong tam gia tiec là không có nfc không hiểu iphone 8plus đã có nfc cách đây 7 năm honor ít kỷ với người dùng qua,thiết_kế mặt táo_pro max kết_honor liền giao_diện ok bắt_mắt hiệu_năng tốt tam_gia_tiếc không_có nfc không iphone 8 plus nfc honor_kỷ,5
iphone-13,sử dụng được tháng thấy rất ngon pin dùng tác vụ bình thường từ 6h sáng tới 78h tối thoải mái chơi game ngon nói chung là ok,sử_dụng ngon_pin tác_vụ bình 6 h 78 h tối thoải_mái game ngon ok,5
iphone-13,mua hồi tới nay tụt không biết có ổn hay không nữa dùng cũng ok thao tác thông thường fb zalo tiktok chắc được cỡ tiếng,mua hồi tụt không ổn không ok thao_tác thông_zalo tiktok cỡ tiếng,4
iphone-13,máy oke nếu sài nghe gọi coi fb video thời gian ngắn thì pin sài hơn ngày sạt 7h sáng sài tới 19h còn,máy ok_sài gọi coi video thời_gian ngắn pin sài sạt 7 h sài 19 h,5
iphone-13,ngày tuột thêm đem ra thế giới di động nhân viên xem sơ xong kêu up phần mềm xem có cải thiện không rồi bán hàng kèm sách bảo hành mà không có nổi nhân viên có chuyên môn rồi gởi đi bảo hành ngày rất mất thời gian và cũng không biết là giải quyết được vấn đề hay không rất chán kiểu làm việc bán rồi thôi của chuỗi cửa hàng lớn như vậy,tuột đem giới di_động nhân_viên sơ xong kêu up_mềm cải_thiện không hàng kèm sách bảo_hành_không_có nổi nhân_viên chuyên_môn gởi đi bảo_hành thời_gian không giải_quyết vấn_đề không chán kiểu chuỗi cửa_hàng,1
iphone-13,gọi video nói chuyện người khác không nghe gọi mess cũng vậy là sao cần được hỗ trợ gấp,gọi video không gọi mess hỗ_trợ gấp,2
iphone-13,mới mua tháng dùng ít mà pin còn là sao vậy,mới mua pin,1
iphone-13,mua tới khi pin còn,mua pin,3
iphone-13,mới mua được hôm nói chuyện rất khó nghe đầu dây bên kia trả lời,mới mua hôm đầu dây kia trả,3
iphone-13,dùng ok,ok,4
iphone-13,tưởng chỉ có mỗi mình bị thôi nhưng đến một cũng đủ hiểu mình mua từ dùng rất kĩ luôn không dám chơi hay sạc nhiều mà hiện tại pin chỉ còn là sao nhỉ thề luôn cọc vãi,tưởng mua kĩ không dám sạc hiện pin thề cọc vãi,1
iphone-13,pin không dùng mà vẫn tụt,pin không tụt,2
iphone-13,pin mới xài được ngày mà tụt còn 99 pin trước mình xài gần năm mới xuống pin,pin mới xài tụt pin_xài mới pin,2
iphone-13,mình mới mua hôm dùng không hợp có nhu cầu đổi trả lại bên mình có nhận thu mua lại không và chính sách như nào nhỉ,mới mua hôm không hợp nhu_cầu đổi trả thu_mua không sách,5
iphone-13,mới mua tuần 14tr bán lại tầm giá nhiêu ai bán để lên,mới mua tuần 14 tr tầm giá nhiêu,3
iphone-13,mới mua ngày mà sao điện thoại thường xuyên bị đơ màn gõ nhanh bị đơ tầm giây lướt shoppe cũng đơ luôn,mới mua điện_thoại xuyên đơ màn gõ nhanh đơ tầm_giây lướt shoppe đơ,3
iphone-13,dùng tháng và pin còn sài cũng kĩ lắm rồi mà tụt pin nhân viên thì quá nhanh,pin sài kĩ lắm tụt pin nhân_viên nhanh,3
iphone-13,bắt sóng wifi kém,bắt sóng_wifi kém,3
iphone-13,chưa dùng được tháng pin đã tụt xuống,dùng_được pin tụt,3
iphone-13,máy mới mua về gọi video chập chờn bên người nghe không nghe rõ lúc được lúc không đi bảo hành cả ngày không ra lỗi về dùng vẫn thế chất lượng dịch vụ quá kém,máy mới mua gọi video chập_chờn không không đi bảo_hành không lỗi chất_lượng dịch_vụ kém,1
iphone-13,đã mua và dùng rất thích nhưng mỗi tội màn hình hơi nhỏ,mua tội màn_hình hơi nhỏ,5
iphone-13,iphone sao không thể tắt âm khi quay số và tiếng người đọc khi có cuộc gọi đến của tất cả ứng dụng vậy mà ai biết cách giúp với mua được tháng tụt pin rồi,iphone không_thể tắt_âm_tiếng đọc gọi tất_ứng_dụng giúp mua tụt pin,3
iphone-13,mua ngày cho đến hiện tại pin còn vậy mình muốn bán lại thì giá bao nhiêu tình trạng máy không bị trầy xước,mua hiện pin giá bao_nhiêu tình_trạng máy không trầy_xước,2
