product_id,comment,rating,source_file,word_count,tokenized_comment
iphone-12,xài lúc vừa ra tới hớ quá ok!,5,ratings\iphone-12.csv,8,xài lúc vừa ra tới hớ quá ok !
iphone-12,"Tạm ổn, nhưng pin hôm mua còn về sài, hôm thì tụ",3,ratings\iphone-12.csv,12,"Tạm ổn , nhưng pin hôm mua còn về sài , hôm thì tụ"
iphone-12,Bên mình có bán airtag đi kèm không ạ?,4,ratings\iphone-12.csv,9,Bên mình có bán airtag đi kèm không ạ ?
iphone-12,Hàng trưng bày sạc 4 lần mà pin tụt còn.,1,ratings\iphone-12.csv,10,Hàng trưng_bày sạc 4 lần mà pin tụt còn .
iphone-12,"Mặt kính cảm ứng cường lực nhưng không chống sước, dùng được tháng màn hình s",1,ratings\iphone-12.csv,16,"Mặt_kính cảm_ứng cường_lực nhưng không chống sước , dùng được tháng màn_hình s"
iphone-12,"hiện tại, số tốt.",4,ratings\iphone-12.csv,4,"hiện_tại , số tốt ."
iphone-12,Sản phẩm sài ok lắm.,5,ratings\iphone-12.csv,5,Sản_phẩm sài ok lắm .
iphone-12,"Mới dùng được tuần, máy vẫn ổn định, thời gian dài hơn thì chưa biết thế",4,ratings\iphone-12.csv,16,"Mới dùng được tuần , máy vẫn ổn_định , thời_gian dài hơn thì chưa biết thế"
iphone-12,"Điện thoại mua được gần tháng, lúc trước dùng bình thường nhưng gần đây chỉ lư",4,ratings\iphone-12.csv,16,"Điện_thoại mua được gần tháng , lúc trước dùng bình_thường nhưng gần đây chỉ lư"
iphone-12,"Mai mốt mang đi bảo hành đây, tự nhiên sọc màn cho dù không rơi",1,ratings\iphone-12.csv,15,"Mai_mốt mang đi bảo_hành đây , tự_nhiên sọc_màn cho_dù không rơi"
iphone-12,Sản phẩm tốt.,5,ratings\iphone-12.csv,3,Sản_phẩm tốt .
iphone-12,"Mới mua được tháng, bây giờ phát hiện ra bức xạ, vậy ra đổi có",2,ratings\iphone-12.csv,15,"Mới mua được tháng , bây_giờ phát_hiện ra bức_xạ , vậy ra đổi có"
iphone-12,Hàng rất ok.,5,ratings\iphone-12.csv,3,Hàng rất ok .
iphone-12,ok!,5,ratings\iphone-12.csv,1,ok !
iphone-12,"ok, tốt.",5,ratings\iphone-12.csv,2,"ok , tốt ."
iphone-12,tốt.,5,ratings\iphone-12.csv,1,tốt .
iphone-12,"Đẹp lắm ạ, máy đẹp thank shop!",5,ratings\iphone-12.csv,7,"Đẹp lắm ạ , máy đẹp thank shop !"
iphone-12,Màu đẹp dùng rất ok.,5,ratings\iphone-12.csv,5,Màu đẹp dùng rất ok .
iphone-12,Ưng cái màu máy.,5,ratings\iphone-12.csv,4,Ưng cái màu máy .
iphone-12,"Đang xài bình thường, máy ngoại hình phù hợp con gái hơn nam, cầm",4,ratings\iphone-12.csv,14,"Đang xài bình_thường , máy ngoại_hình phù_hợp con gái hơn nam , cầm"
iphone-12,"Cho mình hỏi d: mình mua bên thế giới di động mà giờ nó bị hư,",5,ratings\iphone-12.csv,16,"Cho mình hỏi d : mình mua bên thế_giới di_động mà giờ nó bị hư ,"
iphone-12,tốt.,5,ratings\iphone-12.csv,1,tốt .
iphone-12,ok!,4,ratings\iphone-12.csv,1,ok !
iphone-12,"nhanh, màn hình không sáng lắm.",4,ratings\iphone-12.csv,6,"nhanh , màn_hình không sáng lắm ."
iphone-12,tốt.,4,ratings\iphone-12.csv,1,tốt .
iphone-12,tốt.,5,ratings\iphone-12.csv,1,tốt .
iphone-12,"Mới mua được tháng thì xảy ra tình trạng tụt pin, qua đêm đã tắt",2,ratings\iphone-12.csv,15,"Mới mua được tháng thì xảy ra tình_trạng tụt_pin , qua đêm đã tắt"
iphone-12,Có dây sạc mà không có củ sạc.,3,ratings\iphone-12.csv,8,Có dây sạc mà không có củ sạc .
iphone-12,very good.,5,ratings\iphone-12.csv,2,very good .
iphone-12,Sản phẩm tốt.,4,ratings\iphone-12.csv,3,Sản_phẩm tốt .
iphone-12,"ok, tốt á!",4,ratings\iphone-12.csv,3,"ok , tốt_á !"
iphone-12,Hàng ok!,5,ratings\iphone-12.csv,2,Hàng_ok !
iphone-12,rất ok.,5,ratings\iphone-12.csv,2,rất ok .
iphone-12,Do máy trải nghiệm nên màn hơi vàng chút xíu.,3,ratings\iphone-12.csv,10,Do máy trải_nghiệm nên màn hơi vàng chút_xíu .
iphone-12,Cám ơn thế giới di động!.,5,ratings\iphone-12.csv,6,Cám_ơn thế_giới di_động ! .
iphone-12,tốt.,5,ratings\iphone-12.csv,1,tốt .
iphone-12,Dùng mượt hơn sau.,4,ratings\iphone-12.csv,4,Dùng mượt hơn sau .
iphone-12,Bắt mạng rất yếu.,2,ratings\iphone-12.csv,4,Bắt_mạng rất yếu .
iphone-12,"Sản phẩm dùng rất tốt, mình không game, chỉ quay phim, chụp hình, như",5,ratings\iphone-12.csv,14,"Sản_phẩm dùng rất tốt , mình không game , chỉ quay_phim , chụp hình , như"
iphone-12,rất tốt.,5,ratings\iphone-12.csv,2,rất tốt .
iphone-12,Good!,5,ratings\iphone-12.csv,1,Good !
iphone-12,tốt.,5,ratings\iphone-12.csv,1,tốt .
iphone-12,Tệ pin dại quá!.,1,ratings\iphone-12.csv,4,Tệ pin dại quá ! .
iphone-12,"Sản phẩm rất đẹp, dùng mượt, chưa thấy lỗi nào.",5,ratings\iphone-12.csv,10,"Sản_phẩm rất đẹp , dùng mượt , chưa thấy lỗi nào ."
iphone-12,ok!,5,ratings\iphone-12.csv,1,ok !
iphone-12,Sản phẩm chất lượng.,4,ratings\iphone-12.csv,4,Sản_phẩm chất_lượng .
iphone-12,Sản phẩm này tốt.,4,ratings\iphone-12.csv,4,Sản_phẩm này tốt .
iphone-12,"Điện thoại sử dụng ok, không có vấn đề gì.",5,ratings\iphone-12.csv,10,"Điện_thoại sử_dụng ok , không có vấn_đề gì ."
iphone-12,Hàng tốt nhé mọi người!.,4,ratings\iphone-12.csv,5,Hàng tốt nhé mọi người ! .
iphone-12,"ổn, mượt.",5,ratings\iphone-12.csv,2,"ổn , mượt ."
iphone-12,ok!,5,ratings\iphone-12.csv,1,ok !
iphone-12,"Pin của điện thoại mới mà như pin bị chai vậy, xuống rất nhanh, mình",2,ratings\iphone-12.csv,15,"Pin của điện_thoại mới mà như pin bị chai vậy , xuống rất nhanh , mình"
iphone-12,Trải nghiệm thú vị.,4,ratings\iphone-12.csv,4,Trải_nghiệm thú_vị .
iphone-12,Chưa thấy lỗi gì.,4,ratings\iphone-12.csv,4,Chưa thấy lỗi gì .
iphone-12,"Máy bắt wifi yếu, đã đổi trả lần.",3,ratings\iphone-12.csv,8,"Máy bắt wifi_yếu , đã đổi trả lần ."
iphone-12,Sản phẩm tốt.,4,ratings\iphone-12.csv,3,Sản_phẩm tốt .
iphone-12,Sản phẩm dùng rất ok.,4,ratings\iphone-12.csv,5,Sản_phẩm dùng rất ok .
iphone-12,Máy lôi đổi khó khăn quá.,1,ratings\iphone-12.csv,6,Máy lôi_đổi khó_khăn quá .
iphone-12,rất tốt.,5,ratings\iphone-12.csv,2,rất tốt .
iphone-12,"Hiện tại mình đang dùng và đang kiểm tra, nếu có VĐ sẽ phản hồi nhé",4,ratings\iphone-12.csv,16,"Hiện_tại mình đang dùng và đang kiểm_tra , nếu có VĐ sẽ phản_hồi nhé"
iphone-12,"Sử dụng tốt, phục vụ tốt.",5,ratings\iphone-12.csv,6,"Sử_dụng tốt , phục_vụ tốt ."
iphone-12,Máy tốt.,5,ratings\iphone-12.csv,2,Máy tốt .
iphone-12,"Sản phẩm rất tốt, mọi người nên dùng thử.",5,ratings\iphone-12.csv,9,"Sản_phẩm rất tốt , mọi người nên dùng thử ."
iphone-12,Tuyệt vời ông mặt trời!.,5,ratings\iphone-12.csv,5,Tuyệt_vời ông mặt_trời ! .
iphone-12,ok trong tầm giá.,5,ratings\iphone-12.csv,4,ok trong tầm giá .
iphone-12,Mặc dù hôm nhận hàng thời tiết rất lạnh nhưng các bạn nhân viên giao hàng đúng hẹn,5,ratings\iphone-12.csv,18,Mặc_dù hôm nhận hàng thời_tiết rất lạnh nhưng các bạn nhân_viên giao hàng đúng hẹn
iphone-12,rất ok.,5,ratings\iphone-12.csv,2,rất ok .
iphone-12,"Máy chất lượng tốt, hài lòng với dịch vụ.",5,ratings\iphone-12.csv,9,"Máy chất_lượng tốt , hài_lòng với dịch_vụ ."
iphone-12,Điện thoại sài rất ổn.,4,ratings\iphone-12.csv,5,Điện_thoại sài rất ổn .
iphone-12,hiện tại vẫn chạy bình thường.,4,ratings\iphone-12.csv,6,hiện_tại vẫn chạy bình_thường .
iphone-12,Máy xài mượt.,5,ratings\iphone-12.csv,3,Máy xài mượt .
iphone-12,ok!,5,ratings\iphone-12.csv,1,ok !
iphone-12,"Thiết kế nhỏ gọn, sang trọng, chụp hình siêu đẹp, mượt mà, dễ",5,ratings\iphone-12.csv,13,"Thiết_kế nhỏ gọn , sang_trọng , chụp hình siêu_đẹp , mượt_mà , dễ"
iphone-12,"Nhân viên thân thiện, tư vấn nhiệt tình, cảm ơn nhân viên đã quảng tùng",5,ratings\iphone-12.csv,15,"Nhân_viên thân_thiện , tư_vấn nhiệt_tình , cảm_ơn nhân_viên đã quảng_tùng"
iphone-12,"Đẹp, máy siêu mượt, nhân viên nhiệt tình.",5,ratings\iphone-12.csv,8,"Đẹp , máy siêu_mượt , nhân_viên nhiệt_tình ."
iphone-12,"Máy mới mà màn hình và sau lưng gõ ọp ọp, không",2,ratings\iphone-12.csv,12,"Máy mới mà màn_hình và sau lưng gõ ọp_ọp , không"
iphone-12,"Cho đến hiện tại, mọi thứ vẫn bình thường.",4,ratings\iphone-12.csv,9,"Cho đến hiện_tại , mọi thứ vẫn bình_thường ."
iphone-12,Hiện tại thì tốt.,4,ratings\iphone-12.csv,4,Hiện_tại thì tốt .
iphone-12,"Máy dùng rất ok, không vết trầy xước, đặc biệt quản lý cửa",5,ratings\iphone-12.csv,13,"Máy dùng rất ok , không vết trầy_xước , đặc_biệt quản_lý cửa"
iphone-12,ok!,5,ratings\iphone-12.csv,1,ok !
iphone-12,"Sản phẩm dùng tốt, ổn định.",4,ratings\iphone-12.csv,6,"Sản_phẩm dùng tốt , ổn_định ."
iphone-12,"ok, xài tốt vợ mình rất thích.",5,ratings\iphone-12.csv,7,"ok , xài tốt vợ mình rất thích ."
iphone-12,Đất mới mua chưa đầy tháng bị như này là sao trời?,2,ratings\iphone-12.csv,12,Đất mới mua chưa đầy tháng bị như này là sao trời ?
iphone-12,Máy mới nên dùng vẫn ok mỗi tội chưa ok như ip13 ip14 !,5,ratings\iphone-12.csv,14,Máy mới nên dùng vẫn ok mỗi tội chưa ok như ip13 ip14 !
iphone-12,,5,ratings\iphone-12.csv,0,
iphone-12,tốt.,5,ratings\iphone-12.csv,1,tốt .
iphone-12,tốt.,5,ratings\iphone-12.csv,1,tốt .
iphone-12,tốt.,4,ratings\iphone-12.csv,1,tốt .
iphone-12,rất tốt.,5,ratings\iphone-12.csv,2,rất tốt .
iphone-12,tốt.,5,ratings\iphone-12.csv,1,tốt .
iphone-12,Máy mới sử dụng năm đã cháy main.,1,ratings\iphone-12.csv,8,Máy mới sử_dụng năm đã cháy main .
iphone-12,được.,4,ratings\iphone-12.csv,1,được .
iphone-12,Sản phẩm tốt.,4,ratings\iphone-12.csv,3,Sản_phẩm tốt .
iphone-12,Nhân viên nhiệt tình.,5,ratings\iphone-12.csv,4,Nhân_viên nhiệt_tình .
iphone-12,"Điện thoại mượt, chụp hình đẹp, giá mắc đập là bể mắt, hí",4,ratings\iphone-12.csv,13,"Điện_thoại mượt , chụp hình đẹp , giá mắc đập là bể mắt , hí"
iphone-12,"Sưa lại cái máy EPO cho chị xong, gọi chị lấy.",4,ratings\iphone-12.csv,11,"Sưa lại cái máy_EPO cho chị xong , gọi chị lấy ."
iphone-12,"Tróc mắt ok, chất lượng máy còn thời gian sau chưa biết thế nào, phần",4,ratings\iphone-12.csv,15,"Tróc mắt ok , chất_lượng máy còn thời_gian sau chưa biết thế_nào , phần"
iphone-12,Sản phẩm ok.,4,ratings\iphone-12.csv,3,Sản_phẩm ok .
iphone-12,Hoài lòng với sản phẩm đã mua.,5,ratings\iphone-12.csv,7,Hoài_lòng với sản_phẩm đã mua .
iphone-12,"Sản phẩm tốt, phục vụ chu đáo.",5,ratings\iphone-12.csv,7,"Sản_phẩm tốt , phục_vụ chu_đáo ."
iphone-12,ok!,5,ratings\iphone-12.csv,1,ok !
iphone-12,rất tốt.,5,ratings\iphone-12.csv,2,rất tốt .
iphone-12,"Giao nhanh, nhân viên nhiệt tình, máy đẹp.",5,ratings\iphone-12.csv,8,"Giao nhanh , nhân_viên nhiệt_tình , máy đẹp ."
iphone-12,Dùng ok.,4,ratings\iphone-12.csv,2,Dùng ok .
iphone-12,vẫn dùng tốt.,5,ratings\iphone-12.csv,3,vẫn dùng tốt .
iphone-12,Kate rất hài lòng.,5,ratings\iphone-12.csv,4,Kate rất hài_lòng .
iphone-12,"Có mua chiếc iphone đã qua sử dụng được nhân viên kiểm tra là chủ cũ, mua",2,ratings\iphone-12.csv,17,"Có mua chiếc iphone đã qua sử_dụng được nhân_viên kiểm_tra là chủ cũ , mua"
iphone-12,Tuyệt vời.,5,ratings\iphone-12.csv,2,Tuyệt_vời .
iphone-12,tốt.,5,ratings\iphone-12.csv,1,tốt .
iphone-12,"Cũng tốt, mượt mà.",4,ratings\iphone-12.csv,4,"Cũng tốt , mượt_mà ."
iphone-12,rất hài lòng.,5,ratings\iphone-12.csv,3,rất hài_lòng .
iphone-12,oke.,5,ratings\iphone-12.csv,1,oke .
iphone-12,rất hài lòng.,5,ratings\iphone-12.csv,3,rất hài_lòng .
iphone-12,Mua điện thoại ở thế giới di động tôi thấy yên tâm.,4,ratings\iphone-12.csv,12,Mua điện_thoại ở thế_giới di_động tôi thấy yên_tâm .
iphone-12,"Sản phẩm chính hãng xài rất tốt, cảm ứng rất mượt mà, mình",5,ratings\iphone-12.csv,13,"Sản_phẩm chính hãng xài rất tốt , cảm_ứng rất mượt_mà , mình"
iphone-12,tốt.,5,ratings\iphone-12.csv,1,tốt .
iphone-12,sang.,4,ratings\iphone-12.csv,1,sang .
iphone-12,"Sản phẩm rất tốt, nhân viên tư vấn rất nhiệt tình.",5,ratings\iphone-12.csv,11,"Sản_phẩm rất tốt , nhân_viên tư_vấn rất nhiệt_tình ."
iphone-12,"Thái độ phục vụ của ĐTMX rất tốt, đắt hơn một số nơi một chút",5,ratings\iphone-12.csv,15,"Thái_độ phục_vụ của ĐTMX rất tốt , đắt hơn một_số nơi một_chút"
iphone-12,"Tạm ổn, pin hơi nhanh hết, bù lại sạc nhanh.",4,ratings\iphone-12.csv,10,"Tạm ổn , pin hơi nhanh hết , bù lại sạc nhanh ."
iphone-12,Sản phẩm ok ạ?,5,ratings\iphone-12.csv,4,Sản_phẩm ok ạ ?
iphone-12,Nhân viên nhiệt tình.,4,ratings\iphone-12.csv,4,Nhân_viên nhiệt_tình .
iphone-12,"rất hài lòng với sản phẩm, nhân viên tư vấn nhiệt tình, chu đáo.",5,ratings\iphone-12.csv,14,"rất hài_lòng với sản_phẩm , nhân_viên tư_vấn nhiệt_tình , chu_đáo ."
iphone-12,tốt.,5,ratings\iphone-12.csv,1,tốt .
iphone-12,Chơi game khá ngon nha.,5,ratings\iphone-12.csv,5,Chơi game khá ngon_nha .
iphone-12,Tân tình chu đáo.,5,ratings\iphone-12.csv,4,Tân_tình chu_đáo .
iphone-12,Máy dùng cũng ok nhưng pin hơi kém.,3,ratings\iphone-12.csv,8,Máy dùng cũng ok nhưng pin hơi kém .
iphone-12,"Sản phẩm được hình thức mới, đẹp nói chung không có gì để chê.",5,ratings\iphone-12.csv,14,"Sản_phẩm được hình_thức mới , đẹp nói_chung không có gì để chê ."
iphone-12,vừa mua hôm trước hôm sau đã phải đi bảo hành vì loa thoại không có.,2,ratings\iphone-12.csv,16,vừa mua hôm trước hôm sau đã phải đi bảo_hành vì loa_thoại không có .
iphone-12,"Rất hài lòng về cửa hàng, chị nhân viên tư vấn hỗ trợ nhiệt tình",5,ratings\iphone-12.csv,15,"Rất hài_lòng về cửa_hàng , chị nhân_viên tư_vấn hỗ_trợ nhiệt_tình"
iphone-12,Máy tốt.,4,ratings\iphone-12.csv,2,Máy tốt .
iphone-12,Chạy mượt.,5,ratings\iphone-12.csv,2,Chạy mượt .
iphone-12,dung tot.,4,ratings\iphone-12.csv,2,dung tot .
iphone-12,ok!,5,ratings\iphone-12.csv,1,ok !
iphone-12,Thái độ phục vụ tốt.,4,ratings\iphone-12.csv,5,Thái_độ phục_vụ tốt .
iphone-12,Trong thời gian đã dùng thì thấy ok.,4,ratings\iphone-12.csv,8,Trong thời_gian đã dùng thì thấy ok .
iphone-12,"Máy mua được 3 tháng rồi, rất tốt, rất hài lòng không nhưng một số bạn",5,ratings\iphone-12.csv,16,"Máy mua được 3 tháng rồi , rất tốt , rất hài_lòng không nhưng một_số bạn"
iphone-13,"Đã trải nghiệm được ngày máy dùng mọi chức năng thấy ổn, sạc pin không nóng",4,ratings\iphone-13.csv,16,"Đã trải_nghiệm được ngày máy dùng mọi chức_năng thấy ổn , sạc_pin không nóng"
iphone-13,Sài rất tốt.,5,ratings\iphone-13.csv,3,Sài rất tốt .
iphone-13,Giờ tôi muốn bán lại chiếc iphone này cho thế giới di động có được không?,4,ratings\iphone-13.csv,16,Giờ tôi muốn bán lại chiếc iphone này cho thế_giới di_động có được không ?
iphone-13,"Quá thất vọng, thế giới di động ban máy lỗi cho tui mới đem ra tiệm",1,ratings\iphone-13.csv,16,"Quá thất_vọng , thế_giới di_động ban máy lỗi cho tui mới đem ra tiệm"
iphone-13,Sao hđh nó lại là không phải như ghi trên web?,4,ratings\iphone-13.csv,11,Sao hđh nó lại là không phải như ghi trên web ?
iphone-13,mới mua mấy ngày trước.,4,ratings\iphone-13.csv,5,mới mua mấy ngày_trước .
iphone-13,"Máy mới mua ngày camera sau có hạt bụi, nhân viên xác nhận có bụi bảo gửi",3,ratings\iphone-13.csv,17,"Máy mới mua ngày camera sau có hạt bụi , nhân_viên xác_nhận có bụi bảo gửi"
iphone-13,Điện thoại mua được hơn tháng tại điện máy xanh đang dùng trên tay đột nhiên liệu s,1,ratings\iphone-13.csv,18,Điện_thoại mua được hơn tháng tại điện_máy xanh đang dùng trên tay đột_nhiên_liệu s
iphone-13,"Mới mua một tuần cảm thấy hài lòng, pin dùng cũng được một ngày vì máy mới",4,ratings\iphone-13.csv,17,"Mới mua một tuần cảm_thấy hài_lòng , pin dùng cũng được một ngày vì máy mới"
iphone-13,Tại sao iphone của tôi mới mua về dùng lại bị nóng máy?,3,ratings\iphone-13.csv,13,Tại_sao iphone của tôi mới mua về dùng lại bị nóng máy ?
iphone-13,Cộng dây saka không vô có đổi được không ạ?,4,ratings\iphone-13.csv,10,Cộng dây saka không vô có đổi được không ạ ?
iphone-13,Sao mình mua thương mà cảm thấy pin tụt khá nhanh với hay bị đo.,3,ratings\iphone-13.csv,15,Sao mình mua thương mà cảm_thấy pin_tụt khá nhanh với hay bị đo .
iphone-13,mua giá 13tr990 thế mà về nhà xem giá trên web có 13tr690 là,3,ratings\iphone-13.csv,14,mua giá 13 tr990 thế mà về nhà xem giá trên web có 13 tr690 là
