product_id,comment,rating,source_file
honor-x8b,"Máy mới dùng mà loa bị rè, nghe không rõ. Lỗi do điện thoại thì có đựơc đổi máy mới không khi mới dùng có 10 ngày",3,ratings\honor-x8b.csv
honor-x8b,"Mạng yếu hay mất sóng, đổi máy khác được không",1,ratings\honor-x8b.csv
honor-x8b,Mọi thứ đều ok nha chức năng ổn áp lắm điểm trừ duy nhất là quay chụp không có chống rung quang học nó giật kinh khủng. Mình cần quay chụp nhiều nên sd 3 ngày đã phải đổi máy khác nên các bạn cân nhắc kỹ trước khi mua nhé.,4,ratings\honor-x8b.csv
honor-x8b,Nhìn qua mọi người cứ hỏi mới mua iPhone 16 à. Sau 1 tuần sử dụng thấy mọi thứ đều tuyệt vời. Tầm 8.9 điểm,5,ratings\honor-x8b.csv
honor-x8b,Mình mơi mua 1 ngày nhưg tháy k hài lòng camera thấy kém xem ảnh bị giật muốn đổi sang máy khác được k,3,ratings\honor-x8b.csv
honor-x8b,Tuyệt vời với số tiền hơn 6 tr cô chủ cửa hàng rất đáng yêu và tư vấn mua con này sau 10 ngày dùng rất mượt vậy mới biết Honor và Huawei đẳng cấp thế nào bảo sao Mỹ phải sợ cảm ơn cô bé tên Thúy cửa hàng trưởng TGDĐ ở Quang Trung Hà Đông,5,ratings\honor-x8b.csv
honor-x8b,May chay trong tam gia nay qua on joi .man hinh dep .pin lion ben hon pin lipo nhieu,5,ratings\honor-x8b.csv
honor-x8b,"Pin hết nhanh, đã nhiệm kém",3,ratings\honor-x8b.csv
honor-x8b,"Pin không bằng các loại cùng tầm nhưng sài cũng không khác mấy mà mình thấy sạc khá chậm, chụp ảnh thì khá đẹp với nhiều tín năng, chơi game thì OK với những game như liên quân, free fire, roblox,... khá yếu với những game như genshin, honkai,... Nói chung thì mình sử dụng thấy rất hài lòng",5,ratings\honor-x8b.csv
honor-x8b,Máy chạy mượt bin sài bình thường cam đẹp màn hình hoàn thiện chưa tốt lắm bị che mất chữ ở 2 bên góc màn hình phía dưới,4,ratings\honor-x8b.csv
honor-x8b,"Mới mua được 2 ngày. Sạc 35w chậm hơn 33w, để qua đêm tụt 5% pin. Dùng liên tục thì dùng được 7h nghe gọi, chơi game thì chưa biết. Không có ghi âm cuộc gọiai cần ghi âm cuộc gọi thì không nên dùng. Còn lại thì dùng rất tốt.",3,ratings\honor-x8b.csv
honor-x8b,E mới mua máy dùng được 34 ngày mà e muốn giả lại có được k ạ,3,ratings\honor-x8b.csv
honor-x8b,"Máy đẹp, rất mượt, rất tốt, nên mua",5,ratings\honor-x8b.csv
honor-x8b,"E mới mua được 2 tháng, bán lại thì mất bao nhiêu % ạ",5,ratings\honor-x8b.csv
honor-x8b,Mình mới mua chưa được 1 tháng nhưng bị rơi vỡ có đổi được ko,5,ratings\honor-x8b.csv
honor-x8b,Cho hỏi đã dan màn hình luôn chưa vậy ac,4,ratings\honor-x8b.csv
honor-x8b,Ok,5,ratings\honor-x8b.csv
honor-x8b,"nói chung máy mượt nhưng chỉnh độ sáng tự động mà ra ngoài trời nắng trở vào nhà nó không giảm tự động, còn nguyên nền màu trắng mong shop hỗ trợ ạ",3,ratings\honor-x8b.csv
honor-x8b,"Điện thoại xài rất ok trong tầm giá, mọi người nên mua để trải nghiệm",5,ratings\honor-x8b.csv
honor-x8b,Mấy em dep,5,ratings\honor-x8b.csv
honor-x8b,Ko có tính năng NFC.,4,ratings\honor-x8b.csv
honor-x8b,Mua được gần 1 tháng máy khá ok mạnh mượt sạc nhanh thiết kế đẹp,5,ratings\honor-x8b.csv
honor-x8b,đã mua sp này sử dụng thấy rất ổn app mượt nhẹ tay ai dùng rồi cũng thích với giá đang giảm sâu 6.690.000đ,5,ratings\honor-x8b.csv
honor-x8b,Mình mới mua được hơn tuần. Gọi điện zalo messenger rung lắc mặc dù mạng wifi rất mạnh muốn đổi cái khác,3,ratings\honor-x8b.csv
iphone-12,"Mua máy lướt được 2 hôm đã lỗi loa ngoài, lúc bán nhân viên ko báo luôn là lỗi loa phải gửi đi bảo hành mất thời gian, tốn tiền dán cường lực với ppf",1,ratings\iphone-12.csv
iphone-12,Mới mua mà dễ nóng quá. Khi sạc và nhất là bật máy ảnh vài phút là nóng rồi,2,ratings\iphone-12.csv
iphone-12,"Tôi mới dùng khoảng 1 tháng. Mong TGDD hướng dẫn cách dùng 02 sim Iphone 12 tôi đang dùng sim vật lý, muốn dùng thẻm 1 sim nữa esim cho tiện công việc.",5,ratings\iphone-12.csv
iphone-12,Xài lúc vừa ra tới h. Quá ok,5,ratings\iphone-12.csv
iphone-12,"tạm ổn. nhưng pin hôm mua còn 99%, về sài 2 hôm thì tụt xuống 98%. còn lại tất cả đều ok",3,ratings\iphone-12.csv
iphone-12,Bên mình có bán AirTag đi kèm ko ạ,4,ratings\iphone-12.csv
iphone-12,Hàng trưng bày. Sạc 4x lần mà pin tụt còn 94%,1,ratings\iphone-12.csv
iphone-12,Mặt kính cảm ứng cường lực nhưng ko chống sước. Dùng dc 2 tháng màn hình sước ko còn chỗ trống. Thua màn hình ip se 2020,1,ratings\iphone-12.csv
iphone-12,Hiện tại sd tốt,4,ratings\iphone-12.csv
iphone-12,Sản phẩm Sài OK lắm,5,ratings\iphone-12.csv
iphone-12,Mơi dùng được 1 tuần máy vẫn ổn định thời gian dài hơn thì chưa biết thế nào. Nói chung là đồ điện tử thì may hơn khôn,4,ratings\iphone-12.csv
iphone-12,"Điện thoại mua được gần 1 tháng, lúc trước dùng bình thường nhưng gần đây chỉ lướt FB cũng rất nóng, mong được phản hồi",4,ratings\iphone-12.csv
iphone-12,Mai mốt mang đi bảo hành đây tự nhiên sọc màn cho dù không rơi,1,ratings\iphone-12.csv
iphone-12,Sản phẩm tốt,5,ratings\iphone-12.csv
iphone-12,Mới mua được 3 tháng bây giờ phát hiện ra bức xạ vậy ra đổi có được không,2,ratings\iphone-12.csv
iphone-12,Hàng rất OK,5,ratings\iphone-12.csv
iphone-12,Ok,5,ratings\iphone-12.csv
iphone-12,Ok tốt,5,ratings\iphone-12.csv
iphone-12,Tốt,5,ratings\iphone-12.csv
iphone-12,"Oce lắm ạ, máy đẹp, thank shop",5,ratings\iphone-12.csv
iphone-12,Màu đẹp dùng rất OK,5,ratings\iphone-12.csv
iphone-12,Ưng cái màu máy.,5,ratings\iphone-12.csv
iphone-12,Đang xài bình thường. Máy ngoại hình phù hợp con gái hơn. Nam cầm cảm giác hơi nhẹ tay,4,ratings\iphone-12.csv
iphone-12,Cho mình hỏi dt mình mua bên thới giới di động mà giờ nó bị hư mình có thể đem ra điện máy xanh gửi sửa chữa được chứ,5,ratings\iphone-12.csv
iphone-12,Tốt,5,ratings\iphone-12.csv
iphone-12,Ok,4,ratings\iphone-12.csv
iphone-12,"Nhanh , màn hình k sáng lắm",4,ratings\iphone-12.csv
iphone-12,Tốt,4,ratings\iphone-12.csv
iphone-12,tốt,5,ratings\iphone-12.csv
iphone-12,"Mới mua được 1 tháng thì xảy ra tình trạng tụt pin qua đêm, đã tắt toàn bộ các ứng dụng, mạng và bluetooth… chả hiểu nổi. Quá tệ",2,ratings\iphone-12.csv
iphone-12,Có dây sạc mà ko có củ sạc,3,ratings\iphone-12.csv
iphone-12,Very good,5,ratings\iphone-12.csv
iphone-12,Sp tốt,4,ratings\iphone-12.csv
iphone-12,OK tốt á,4,ratings\iphone-12.csv
iphone-12,Hàng ok,5,ratings\iphone-12.csv
iphone-12,Rất ok,5,ratings\iphone-12.csv
iphone-12,Do máy trải nghiệm nên màn hơi vàng chút xíu,3,ratings\iphone-12.csv
iphone-12,Cám ơn Thế giới di động.,5,ratings\iphone-12.csv
iphone-12,Tốt,5,ratings\iphone-12.csv
iphone-12,Dùng mượt hơn sámung,4,ratings\iphone-12.csv
iphone-12,Bắt mạng rất yếu,2,ratings\iphone-12.csv
iphone-12,Sản phẩm dùng rất tốt mình không game chỉ quay phim chụp hình như vậy là quá đủ,5,ratings\iphone-12.csv
iphone-12,rất tot,5,ratings\iphone-12.csv
iphone-12,Good,5,ratings\iphone-12.csv
iphone-12,Tốt,5,ratings\iphone-12.csv
iphone-12,Tệ pin dại quá,1,ratings\iphone-12.csv
iphone-12,"Sản phẩm rất đẹp, dùng mượt, chưa thấy lỗi nào",5,ratings\iphone-12.csv
iphone-12,Ok,5,ratings\iphone-12.csv
iphone-12,Sản phẩm chất lượng,4,ratings\iphone-12.csv
iphone-12,Sản phẩm này tốt,4,ratings\iphone-12.csv
iphone-12,Đt sử dụng ok k có vấn đề gì,5,ratings\iphone-12.csv
iphone-12,Hàng tốt nhé mn,4,ratings\iphone-12.csv
iphone-12,"ổn, mượt",5,ratings\iphone-12.csv
iphone-12,OK,5,ratings\iphone-12.csv
iphone-12,"Pin của điện thoại mới mà như pin bị chai vậy, xuống rất nhanh. Mình rất thất vọng, mai mình đem ra shop đổi con khác đây!",2,ratings\iphone-12.csv
iphone-12,Trải nghiệm thú vị,4,ratings\iphone-12.csv
iphone-12,Chưa thấy lỗi gì,4,ratings\iphone-12.csv
iphone-12,"Máy bắt wifi yếu, đã đổi trả 1 lần",3,ratings\iphone-12.csv
iphone-12,Sản phẩm tốt,4,ratings\iphone-12.csv
iphone-12,Sp dùng rất OK,4,ratings\iphone-12.csv
iphone-12,Máy lỗi đổi khó khăn quá,1,ratings\iphone-12.csv
iphone-12,Rất tốt,5,ratings\iphone-12.csv
iphone-12,Hiện tại mình đang dùng và đang kiểm tra nếu vó vđ sẽ phản hồi nhé. Cảm ơn!,4,ratings\iphone-12.csv
iphone-12,Sử dụng tốt. Phục vụ tốt.,5,ratings\iphone-12.csv
iphone-12,máy tốt,5,ratings\iphone-12.csv
iphone-12,"Sản phẩm rất tốt , mọi người nên dùng thử",5,ratings\iphone-12.csv
iphone-12,Tuyệt vời ông mặt trời...,5,ratings\iphone-12.csv
iphone-12,Ok trong tầm giá,5,ratings\iphone-12.csv
iphone-12,Mặc dù hôm nhận hàng thời tiết rất lạnh. Nhưng các bạn nhân viên giao hàng đúng hẹn và hướng dẫn kích hoạt sản phẩm rất nhiệt tình,5,ratings\iphone-12.csv
iphone-12,Rất ok,5,ratings\iphone-12.csv
iphone-12,"Máy chất lượng tốt, hài lòng với dịch vụ",5,ratings\iphone-12.csv
iphone-12,Điện thoại sài rất ổn,4,ratings\iphone-12.csv
iphone-12,Hiện tại vẫn chạy bình thường,4,ratings\iphone-12.csv
iphone-12,Máy xài mượt,5,ratings\iphone-12.csv
iphone-12,Ok,5,ratings\iphone-12.csv
iphone-12,"Thiết kế nhỏ gọn, sang trọng, chụp hình siêu đẹp, mượt mà, dễ xài, pin xài đủ 1 ngày. Nhân viên thế giới di động thân thiện, chuyên nghiệp.",5,ratings\iphone-12.csv
iphone-12,"nhân viên thân thiện tư vấn nhiệt tình, cảm ơn nhân viên đmx Quảng Tùng",5,ratings\iphone-12.csv
iphone-12,"Đẹp . Máy siêu mượt, nhân viên nhiệt tình",5,ratings\iphone-12.csv
iphone-12,May mới mà màn hình và sau lưng gõ ọp ọp ko biết có đc đổi may mơi ko,2,ratings\iphone-12.csv
iphone-12,"Cho đến hiện tại, mọi thứ vẫn bình thường.",4,ratings\iphone-12.csv
iphone-12,Hiện tại thì tốt,4,ratings\iphone-12.csv
iphone-12,"Máy dùng rất ok ko 1 vết trầy xước,đặc biệt quản lý cửa hàng chia sẻ rất chi tiết về sản phẩm",5,ratings\iphone-12.csv
iphone-12,Ok,5,ratings\iphone-12.csv
iphone-12,"Sản phẩm dùng tốt, ổn định",4,ratings\iphone-12.csv
iphone-12,Ok xài tốt vợ mình rất thích,5,ratings\iphone-12.csv
iphone-12,Dt mới mua chưa dk 2 tháng.bị như này là sao trời 🤨🤨,2,ratings\iphone-12.csv
iphone-12,Máy mới nên dùng vẫn ok mỗi tội chưa ok như ip13 ip14 😁,5,ratings\iphone-12.csv
iphone-12,🐖👍👍👍👐👍👐👍,5,ratings\iphone-12.csv
iphone-12,Tốt,5,ratings\iphone-12.csv
iphone-12,tốt,5,ratings\iphone-12.csv
iphone-12,Tốt,4,ratings\iphone-12.csv
iphone-12,Rất tốt,5,ratings\iphone-12.csv
iphone-12,Tốt,5,ratings\iphone-12.csv
iphone-12,Máy mới sử dụng. 1 năm đã cháy main,1,ratings\iphone-12.csv
iphone-12,Đc,4,ratings\iphone-12.csv
iphone-12,Sản phẩm tốt,4,ratings\iphone-12.csv
iphone-12,Nhân viên nhiệt tình,5,ratings\iphone-12.csv
iphone-12,đt mượt chụp hình đẹp giá mắc đập là bể mắt hí ko nhận diện đc faceid khi đeo khẩu trang :)),4,ratings\iphone-12.csv
iphone-12,Sưa lai cái máy ep cho chị xong gọi chị lấy,4,ratings\iphone-12.csv
iphone-12,"Truóc mắt OK chát lượng máy còn Tg gian sau chưa biết thế nào - phần dịch vụ cài đặt lại máy : nhân viên đã hỗ trợ nhưng một số phần mềm chưa khôi phục lại dc ( email, goiogle pho to …)",4,ratings\iphone-12.csv
iphone-12,Sp ok,4,ratings\iphone-12.csv
iphone-12,hoài lòng với sản phẩm đã mua,5,ratings\iphone-12.csv
iphone-12,"Sp tốt, phục vụ chu đáo!",5,ratings\iphone-12.csv
iphone-12,Ok,5,ratings\iphone-12.csv
iphone-12,Rất tốt,5,ratings\iphone-12.csv
iphone-12,"Giao nhanh. Nv nhiệt tình, máy đẹp",5,ratings\iphone-12.csv
iphone-12,Dùng ok,4,ratings\iphone-12.csv
iphone-12,vẫn dùng tốt,5,ratings\iphone-12.csv
iphone-12,Oke rất hài lòng 👍,5,ratings\iphone-12.csv
iphone-12,"Có mua chiếc iPhone 12 đã qua sử dụng, được nhân viên kiểm tra là chủ cũ mua máy này hồi tháng 3 lúc 20h và trả lại siêu thị 22h. Nghĩa là chỉ sử dụng khoảng 2 tiếng đồng hồ. Nhân viên còn miêu tả là khách hàng trước còn chưa đem máy ra khỏi siêu thị. (Hình như là làm hồ sơ trả góp thế nào đó rồi trả lại). Nhưng không hiểu sao trong máy lại có hình gia đình họ chụp ở công viên :) Còn ngoại quan khung máy thì bong tróc khá nhiều, màn hình xước rất nhiều và rất sâu. Mua về dán cường lực hay dán dẻo PPF đều không thể che được các vết xước vì xước quá sâu. Hỏi nhân viên thì nhân viên bảo là do để trong kho lâu nên bị xước. Vì xước quá nên giảm thêm 300k. Thái độ phục vụ của siêu thị thì rất tốt, rất hài lòng. Còn nhân viên tổng đài gọi lại để xác nhận ngày hôm sau thì cách nói chuyện chưa tốt. Như cảnh sát hỏi cung tội phạm.",2,ratings\iphone-12.csv
iphone-12,Tuyệt vời,5,ratings\iphone-12.csv
iphone-12,Tốt,5,ratings\iphone-12.csv
iphone-12,Cũng tốt mượt mà,4,ratings\iphone-12.csv
iphone-12,Rất hài lòng,5,ratings\iphone-12.csv
iphone-12,oke,5,ratings\iphone-12.csv
iphone-12,Rất hài lòng,5,ratings\iphone-12.csv
iphone-12,Mua đt ở tgdd tôi thấy yên tâm,4,ratings\iphone-12.csv
iphone-12,"Sản phẩm chính hảng xài rất tốt, cảm ứng rất mượt mà . Mình chọn mua sản phẩm này chỉ 64G nhưng đủ yêu cầu cho riêng mình và được giảm giá nơi cửa hàng, hợp tài chánh và ý thích của cá nhân mình . TGDĐ là cửa hàng tôi tin tưởng nhất khi mua điện thoại hoặc các sản phẩm khác, chế độ hậu mãi của cửa hàng rất tốt.",5,ratings\iphone-12.csv
iphone-12,Tốt,5,ratings\iphone-12.csv
iphone-12,Sang,4,ratings\iphone-12.csv
iphone-12,Sản phẩm rất tốt nhân viên tư vấn rất nhiệt tình,5,ratings\iphone-12.csv
iphone-12,"thái độ phục vụ của ĐMX rất tốt. đắt hơn một số nơi một chút nhưng ksao.hàng đc bảo đảm hơn. máy dùng mượt mà, xịn xịn.,",5,ratings\iphone-12.csv
iphone-12,Tạm ổn pin hơi nhanh hết bù lại sạc nhanh😊😊😊,4,ratings\iphone-12.csv
iphone-12,sản phẩm ok ạ,5,ratings\iphone-12.csv
iphone-12,Nhân viên nhiệt tình,4,ratings\iphone-12.csv
iphone-12,Rất hài lòng với sản phẩm nhân viên tư vấn nhiệt tình chu đáo .,5,ratings\iphone-12.csv
iphone-12,Tốt,5,ratings\iphone-12.csv
iphone-12,Chơi game khá ngon nha 😂,5,ratings\iphone-12.csv
iphone-12,Tân tình chu đáo,5,ratings\iphone-12.csv
iphone-12,Máy dùng cũng OK nhưng pin hoi kem,3,ratings\iphone-12.csv
iphone-12,"Sản phẩm được, hình thức mới đẹp, nói chung không có gì để chê",5,ratings\iphone-12.csv
iphone-12,Vừa mua hôm trước hôm sau đã phải đi bào hành vì loa thoại không có,2,ratings\iphone-12.csv
iphone-12,"Rất hài lòng về cửa hàng,chị nhân viên tư vấn,hỗ trợ nhiệt tình Mình thích iP12 ở thiết kế vuông vức mà k kém phần tinh tế, khung viền nhôm cho cảm giác cầm nắm nhẹ nhàng.Màn 6.1"" có sự nâng cấp về tấm nền cho chất lượng hiển thị và độ sáng cao hơn so với iP11.Mình đã sử dụng được hơn 2 tuần,cảm nhận về hiệu năng thì đỉnh.Chỉ có 1 điểm yếu nhỏ là viên pin 2815mAh nhỏ so với các mẫu đt cùng phân khúc nhưng đủ dùng trong 1 ngày,vẫn quá là oki ạ",5,ratings\iphone-12.csv
iphone-12,Máy tốt,4,ratings\iphone-12.csv
iphone-12,Chạy mượt,5,ratings\iphone-12.csv
iphone-12,Dung. Tot,4,ratings\iphone-12.csv
iphone-12,Ok,5,ratings\iphone-12.csv
iphone-12,Thái độ phục vụ tốt .,4,ratings\iphone-12.csv
iphone-12,Trong thời gian đã dùng thì thấy ok,4,ratings\iphone-12.csv
iphone-12,"Máy mua được 3th rồi rất tốt , rất hài lòng không nhưng một số bạn nói pin sài đủ cho 1 ngày",5,ratings\iphone-12.csv
iphone-13,"Đã trải nghiệm được 50 ngày,máy dùng mọi chức năng thấy ổn, sạc Pin không nóng máy nếu chỉ gọi nghe chắc phải 48 tiếng mới sạc 1 lần.Camera thich hợp quay phim chụp hình vào ban ngày, bạn đêm hình ảnh chụp hơi kém,nói chung máy dùng ổn.",4,ratings\iphone-13.csv
iphone-13,Sài rất tốt,5,ratings\iphone-13.csv
iphone-13,Giờ tôi muốn bán lại chiếc iPhone 13 này cho tgdd có được không,4,ratings\iphone-13.csv
iphone-13,Quá thất vọng tgdd ban máy lỗi cho tui mới đem ra tiệm kiểm tra sac pin ko vô nói đoi may moi ko đoi trả lại tốn hơn 1tr 24h sử dụng đem sửa thì hết 15ngay trog khi máy tui còn zin sẽ ko mua đt ở tgdd nửa nếu ko thay đổi chính sách bh cko 1 sao 1000lan quan lý nói trả lại tiền kieu mua máy khác tui ko đu tiền rồi ko mua cũng ko trả lại tiền tgdd cái tắc hgiang,1,ratings\iphone-13.csv
iphone-13,Sao hđh nó lại là 18.1. Không phải 17 như ghi trên web.,4,ratings\iphone-13.csv
iphone-13,mới mua mấy ngay trước 13.590,4,ratings\iphone-13.csv
iphone-13,Máy mới mua 10 ngày camera sau có hạt bụi. Nhân viên xác nhận có bụi. Bảo gửi máy về hãng thẩm định. Goodbye ĐMX từ bây jo,3,ratings\iphone-13.csv
iphone-13,Điện thoại mua được hơn 1 tháng tại điện máy xanh đang dùng trên tay đột nhiên liệu sập nguồn không lên được nữa. Đi bảo hành thì phức tạp. Giờ đi sữa bỏ tiền ra mua máy zin mới được 1 tháng thành máy đã quá sửa chữa. Trong khi dùng rất cẩn thận chưa hề có và chạm gì. Rất thất vọng,1,ratings\iphone-13.csv
iphone-13,Mới mua một tuần cảm thấy hài lòng pin dùng cũng được một ngày vì máy mới nên ok,4,ratings\iphone-13.csv
iphone-13,Tại sao iPhone của tôi mới mua về dùng lại bị nóng máy .,3,ratings\iphone-13.csv
iphone-13,cộng dây sak k vô có đổi dc k ạ,4,ratings\iphone-13.csv
iphone-13,Sao mình mua 13 thương ma cảm thấy pin tụt kha nhanh với hay bị đo,3,ratings\iphone-13.csv
iphone-13,Mua 30/12 giá 13tr990.Thế mà về nhà xem giá trên wep có 13tr690 là sao nhỉ. Từ hôm bận quá chưa cả có thời gian để thắc mắc luôn,3,ratings\iphone-13.csv
iphone-13,"Máy mua hàng đổi trả. Máy có trầy 1 chổ. Nhưng ko đáng kể. Máy mới pin 100. Xài ổn định mượt. màn đẹp loa hay, Pin trâu xài wifi ko game 810 tiếng tuỳ tác vụ. Camera chụp hình quay video ngon. Cảmm thấy hài lòng với ip13. Nhân viên tư vấn nhiệt tình. Ok",5,ratings\iphone-13.csv
iphone-13,"điện thoại dùng mượt, chụp hình đẹp, pin dùng mãi chả thấy hết để sạc, rất hài lòng. Ai đang định mua thì chọn luôn không phải lăn tăn nhé",5,ratings\iphone-13.csv
iphone-13,"Cũng tạm. Hàng trưng bày có bị xước màn hình rồi nhưng mọi thứ dùng ổn. Pin 100% nhưng hơi đuối. Tóm lại giá rẻ hơn mọi chỗ, máy zin all, chế độ bảo hành đổi trả kém hơn chỗ khác. OK",5,ratings\iphone-13.csv
iphone-13,thiết kế mặt trước nhìn giống táo 16 pro max quá. nhìn cái kết e honor liền. giao dien ok bắt mắt. hiệu năng tốt trog tam gia. tiec là ko có NFC. không hiểu iphone 8plus đã có NFC cách đây 7nam. honor ít kỷ với người dùng qua,5,ratings\iphone-13.csv
iphone-13,Sử dụng đc 1 tháng thấy rất ngon pin dùng tác vụ bình thường từ 6h sáng tới 78h tối thoải mái chơi game ngon nói chung là ok,5,ratings\iphone-13.csv
iphone-13,"mua hồi 4/8 tới nay tụt 1% không biết có ổn hay không nữa, dùng cũng ok thao tác thông thường fb Zalo tiktok chắc được cỡ 6 tiếng",4,ratings\iphone-13.csv
iphone-13,Máy oke . Nếu sài nghe gọi coi fb video thời gian ngắn thì pin sài hơn 1 ngày sạt 100% 7h sáng sài tới 19h còn 48%,5,ratings\iphone-13.csv
iphone-13,2 ngày tuột them 1% đem ra TGDD nhân viên xem sơ xong kêu up phần mềm xem có cải thiện không. Rồi bán hàng kèm 9 sách bảo hành mà k có nổi 1 nhân viên có chuyên môn. Rồi gởi đi bảo hành 14 ngày rất mất thời gian và cũng không biết là giải quyết được vấn đề hay ko. Rất chán kiểu làm việc bán rồi thôi của 1 chuỗi cửa hàng lớn như vậy.,1,ratings\iphone-13.csv
iphone-13,"Gọi video nói chuyện người khác không nghe, gọi mess cũng vậy là sao. Cần được hỗ trợ gấp",2,ratings\iphone-13.csv
iphone-13,mới mua tháng 7 dùng ít mà pin còn 97 là sao vậy,1,ratings\iphone-13.csv
iphone-13,Mua 7/8 tới h pin còn 97%,3,ratings\iphone-13.csv
iphone-13,"Mới mua đc 5 hôm , nói chuyện rất khó nghe đầu dây bên kia trả lời",3,ratings\iphone-13.csv
iphone-13,Dùng ok,4,ratings\iphone-13.csv
iphone-13,tưởng chỉ có mỗi mình bị thoi nhưng đocn cmt cũng đủ hiểu mình mua từ 17/2 tới 25/11 dùng rất kĩ luôn ko dám chơi hay sạc nhiều mà hiện tại pin chỉ còn 89% là sao nhỉ thề luôn cọc vãi,1,ratings\iphone-13.csv
iphone-13,Pin k dùng mà vẫn tụt,2,ratings\iphone-13.csv
iphone-13,Pin mới xài dc 44 ngày mà tut còn 99pin . Trước mình xài 11 gần 2 năm mới xuống 91 pin,2,ratings\iphone-13.csv
iphone-13,Mình mới mua 2 hôm dùng ko hợp có nhu cầu đổi trả lạiBên mk có nhận thu mua lại ko Và chính sách như nào nhỉ,5,ratings\iphone-13.csv
iphone-13,"Mới mua 3 tuần 14tr bán lại tầm giá nhiêu ad, bán để lên 15",3,ratings\iphone-13.csv
iphone-13,"Mới mua 5 ngày mà sao đt thường xuyên bị đơ màn, gõ tnhan bị đơ tầm 2 3 giây, lướt shoppe cũng đơ luôn",3,ratings\iphone-13.csv
iphone-13,Dùng 4 tháng và pin còn 98%. Sài cũng kĩ lắm rồi mà tụt pin nv thì quá nhanh,3,ratings\iphone-13.csv
iphone-13,Bắt sóng wifi kém,3,ratings\iphone-13.csv
iphone-13,chưa dùng đc 1 tháng pin đã tụt xuống 99%,3,ratings\iphone-13.csv
iphone-13,Mái mới mua về gọi video chập cờn bên người nghe ko nghe dõ lúc được lúc không đi bảo hành kt 15 ngày ko ra lỗi về dùng vẫn thế chất lượng dịch vụ quá kém,1,ratings\iphone-13.csv
iphone-13,Đã mua và dùng rất thích nhưng mỗi tội màn hình hơi nhỏ,5,ratings\iphone-13.csv
iphone-13,iphone 13 sao k thể tắt âm khi quay số và tiếng người đọc khi có cuộc gọi đến của tất cả ứng dụng vậy ak ai biết cách giúp với.mua đc 4 tháng tụt 2% pin rồi,3,ratings\iphone-13.csv
