product_id,comment,comment_clean,rating,label
iphone-12,hiện tại mình đang dùng và đang kiểm tra nếu có vấn đề sẽ phản hồi nhé cảm ơn,kiểm_tra vấn_đề phản_hồi,4,positive
iphone-12,sử dụng tốt phục vụ tốt,tốt phục_vụ tốt,5,positive
iphone-12,máy tốt,máy tốt,5,positive
iphone-12,sản phẩm rất tốt mọi người nên dùng thử,sản_phẩm tốt thử,5,positive
iphone-12,tuyệt vời ông mặt trời,tuyệt_vời mặt_trời,5,positive
iphone-12,ok trong tầm giá,ok tầm giá,5,positive
iphone-12,mặc dù hôm nhận hàng thời tiết rất lạnh nhưng các bạn nhân viên giao hàng đúng hẹn và hướng dẫn kích hoạt sản phẩm rất nhiệt tình,mặc hôm hàng thời_tiết lạnh nhân_viên giao hàng hẹn hướng_dẫn kích_hoạt sản_phẩm nhiệt_tình,5,positive
iphone-12,rất ok,ok,5,positive
iphone-12,máy chất lượng tốt hài lòng với dịch vụ,máy chất_lượng tốt hài dịch_vụ,5,positive
iphone-12,điện thoại sài rất ổn,điện_thoại sài ổn,4,positive
iphone-12,hiện tại vẫn chạy bình thường,chạy bình_thường,4,positive
iphone-12,máy xài mượt,máy xài mượt,5,positive
iphone-12,ok,ok,5,positive
iphone-12,thiết kế nhỏ gọn sang trọng chụp hình siêu đẹp mượt mà dễ xài pin xài đủ ngày nhân viên thế giới di động thân thiện chuyên nghiệp,thiết_kế nhỏ gọn sang_trọng chụp hình siêu đẹp mượt_mà dễ xài pin xài nhân_viên thế_giới di_động thân_thiện chuyên_nghiệp,5,positive
iphone-12,nhân viên thân thiện tư vấn nhiệt tình cảm ơn nhân viên đã quảng tùng,nhân_viên thân_thiện tư_vấn nhiệt_tình nhân_viên quảng_tùng,5,positive
iphone-12,đẹp máy siêu mượt nhân viên nhiệt tình,đẹp máy siêu mượt nhân_viên nhiệt_tình,5,positive
iphone-12,cho đến hiện tại mọi thứ vẫn bình thường,bình_thường,4,positive
iphone-12,hiện tại thì tốt,tốt,4,positive
iphone-12,máy dùng rất ok không vết trầy xước đặc biệt quản lý cửa hàng chia sẻ rất chi tiết về sản phẩm,máy ok không vết trầy xước quản_lý cửa_hàng chi_tiết sản_phẩm,5,positive
iphone-12,ok,ok,5,positive
iphone-12,sản phẩm dùng tốt ổn định,sản_phẩm tốt ổn_định,4,positive
iphone-12,ok xài tốt vợ mình rất thích,ok xài tốt vợ thích,5,positive
iphone-12,máy mới nên dùng vẫn ok mỗi tội chưa ok như ip13 ip14 ,máy mới ok tội ok ip13 ip14,5,positive
iphone-12,tốt,tốt,5,positive
iphone-12,tốt,tốt,5,positive
iphone-12,tốt,tốt,4,positive
iphone-12,rất tốt,tốt,5,positive
iphone-12,tốt,tốt,5,positive
iphone-12,sản phẩm tốt,sản_phẩm tốt,4,positive
iphone-12,nhân viên nhiệt tình,nhân_viên nhiệt_tình,5,positive
iphone-12,điện thoại mượt chụp hình đẹp giá mắc đập là bể mắt hít không nhận diện được faceid khi đeo khẩu trang,điện_thoại mượt chụp hình đẹp giá mắc đập bể mắt hít không nhận_diện faceid đeo khẩu_trang,4,positive
iphone-12,sưa lại cái máy epo cho chị xong gọi chị lấy,sưa máy epo xong gọi,4,positive
iphone-12,tróc mắt ok chất lượng máy còn thời gian sau chưa biết thế nào phần dịch vụ cài đặt lại máy nhân viên đã hỗ trợ nhưng một số phần mềm chưa khôi phục lại được email googgle phập to,tróc mắt ok chất_lượng máy thời_gian dịch_vụ cài_đặt máy nhân_viên phần_mềm khôi_phục email googgle phập to,4,positive
iphone-12,sản phẩm ok,sản_phẩm ok,4,positive
iphone-12,hoài lòng với sản phẩm đã mua,hoài sản_phẩm mua,5,positive
iphone-12,sản phẩm tốt phục vụ chu đáo,sản_phẩm tốt phục_vụ chu_đáo,5,positive
iphone-12,ok,ok,5,positive
iphone-12,rất tốt,tốt,5,positive
iphone-12,giao nhanh nhân viên nhiệt tình máy đẹp,giao nhanh nhân_viên nhiệt_tình máy đẹp,5,positive
iphone-12,dùng ok,ok,4,positive
iphone-12,vẫn dùng tốt,tốt,5,positive
iphone-12,kate rất hài lòng,kate hài,5,positive
iphone-12,tuyệt vời,tuyệt_vời,5,positive
iphone-12,tốt,tốt,5,positive
iphone-12,cũng tốt mượt mà,tốt mượt_mà,4,positive
iphone-12,rất hài lòng,hài,5,positive
iphone-12,oke,ok,5,positive
iphone-12,rất hài lòng,hài,5,positive
iphone-12,mua điện thoại ở thế giới di động tôi thấy yên tâm,mua điện_thoại thế_giới di_động yên_tâm,4,positive
iphone-12,sản phẩm chính hãng xài rất tốt cảm ứng rất mượt mà mình chọn mua sản phẩm này chỉ 64g nhưng đủ yêu cầu cho riêng mình và được giảm giá nơi cửa hàng hợp tài chánh và ý thích của cá nhân mình tgdđ là cửa hàng tôi tin tưởng nhất khi mua điện thoại hoặc các sản phẩm khác chế độ hậu mãi của cửa hàng rất tốt,sản_phẩm chính_hãng xài tốt cảm_ứng mượt_mà mua sản_phẩm 64 g giảm giá cửa_hàng hợp tài_chánh ý_thích tgdđ cửa_hàng tin_tưởng mua điện_thoại sản_phẩm chế_độ hậu_mãi cửa_hàng tốt,5,positive
iphone-12,tốt,tốt,5,positive
iphone-12,sang,sang,4,positive
iphone-12,sản phẩm rất tốt nhân viên tư vấn rất nhiệt tình,sản_phẩm tốt nhân_viên tư_vấn nhiệt_tình,5,positive
iphone-12,thái độ phục vụ của đtmx rất tốt đắt hơn một số nơi một chút nhưng sao hàng được bảo đảm hơn máy dùng mượt mà xịn xịn,thái_độ phục_vụ đtmx tốt đắt chút hàng bảo_đảm máy mượt_mà xịn xịn,5,positive
iphone-12,tạm ổn pin hơi nhanh hết bù lại sạc nhanh,tạm ổn pin hơi nhanh hết bù sạc nhanh,4,positive
iphone-12,sản phẩm ok ạ,sản_phẩm ok,5,positive
iphone-12,nhân viên nhiệt tình,nhân_viên nhiệt_tình,4,positive
iphone-12,rất hài lòng với sản phẩm nhân viên tư vấn nhiệt tình chu đáo,hài sản_phẩm nhân_viên tư_vấn nhiệt_tình chu_đáo,5,positive
iphone-12,tốt,tốt,5,positive
iphone-12,chơi game khá ngon nha,game khá ngon nha,5,positive
iphone-12,tân tình chu đáo,tân tình chu_đáo,5,positive
iphone-12,máy dùng cũng ok nhưng pin hơi kém,máy ok pin hơi kém,3,negative
iphone-12,sản phẩm được hình thức mới đẹp nói chung không có gì để chê,sản_phẩm hình_thức mới đẹp không chê,5,positive
iphone-12,rất hài lòng về cửa hàng chị nhân viên tư vấn hỗ trợ nhiệt tình mình thích ip12 ở thiết kế vuông vức mà không kém phần tinh tế khung viền nhôm cho cảm giác cầm nắm nhẹ nhàng màn có sự nâng cấp về tấm nền cho chất lượng hiển thị và độ sáng cao hơn so với ip11 mình đã sử dụng được hơn tuần cảm nhận về hiệu năng thì đỉnh chỉ có điểm yếu nhỏ là viên pin 2815mah nhỏ so với các mẫu điện thoại cùng phân khúc nhưng đủ dùng trong ngày vẫn quá là oki ạ,hài cửa_hàng nhân_viên tư_vấn nhiệt_tình ip12 thiết_kế vuông_vức không kém tinh_tế khung viền nhôm cảm_giác cầm nắm nhẹ_nhàng màn nâng_cấp chất_lượng hiển_thị độ ip11 tuần cảm_nhận hiệu_năng đỉnh điểm yếu nhỏ viên pin 2815 mah nhỏ mẫu điện_thoại phân_khúc oki,5,positive
iphone-12,máy tốt,máy tốt,4,positive
iphone-12,chạy mượt,chạy mượt,5,positive
iphone-12,dung tot,dung tot,4,positive
iphone-12,ok,ok,5,positive
iphone-12,thái độ phục vụ tốt,thái_độ phục_vụ tốt,4,positive
iphone-12,trong thời gian đã dùng thì thấy ok,thời_gian ok,4,positive
iphone-12,máy mua được 3 tháng rồi rất tốt rất hài lòng không nhưng một số bạn nói pin sài đủ cho ngày,máy mua tốt hài không pin sài,5,positive
iphone-13,đã trải nghiệm được ngày máy dùng mọi chức năng thấy ổn sạc pin không nóng máy nếu chỉ gọi nghe chắc phải tiếng mới sạc lần camera thích hợp quay phim chụp hình vào ban ngày bạn đêm hình ảnh chụp hơi kém nói chung máy dùng ổn,trải_nghiệm máy chức_năng ổn sạc pin không nóng máy gọi tiếng mới sạc camera thích_hợp phim chụp hình ban_ngày đêm hình_ảnh chụp hơi kém máy ổn,4,positive
iphone-13,sài rất tốt,sài tốt,5,positive
iphone-13,giờ tôi muốn bán lại chiếc iphone này cho thế giới di động có được không,iphone thế_giới di_động không,4,positive
iphone-13,sao hđh nó lại là không phải như ghi trên web,hđh không ghi web,4,positive
iphone-13,mới mua mấy ngày trước,mới mua mấy ngày_trước,4,positive
iphone-13,máy mới mua ngày camera sau có hạt bụi nhân viên xác nhận có bụi bảo gửi máy về hãng thẩm định goodbye để từ bây giờ,máy mới mua camera hạt bụi nhân_viên xác_nhận bụi bảo gửi máy hãng thẩm_định goodbye,3,negative
iphone-13,mới mua một tuần cảm thấy hài lòng pin dùng cũng được một ngày vì máy mới nên ok,mới mua tuần hài pin máy mới ok,4,positive
iphone-13,tại sao iphone của tôi mới mua về dùng lại bị nóng máy,iphone mới mua nóng máy,3,negative
iphone-13,cộng dây saka không vô có đổi được không ạ,cộng dây saka không vô đổi không,4,positive
iphone-13,sao mình mua thương mà cảm thấy pin tụt khá nhanh với hay bị đo,mua thương pin tụt khá nhanh đo,3,negative
iphone-13,mua giá 13tr990 thế mà về nhà xem giá trên web có 13tr690 là sao nhỉ từ hôm bận quá chưa cả có thời gian để thắc mắc luôn,mua giá giá web hôm bận thời_gian thắc_mắc,3,negative
iphone-13,máy mua hàng đổi trả máy có trầy chổ nhưng không đáng kể máy mới pin xài ổn định mượt màn đẹp loa hay pin trâu xài wifi không game tiếng tuỳ tác vụ camera chụp hình quay video ngon cảm thấy hài lòng với p13 nhân viên tư vấn nhiệt tình ok,máy mua hàng đổi trả máy trầy chổ không máy mới pin xài ổn_định mượt màn đẹp loa pin trâu xài wifi không game tiếng tuỳ tác_vụ camera chụp hình video ngon hài p13 nhân_viên tư_vấn nhiệt_tình ok,5,positive
iphone-13,điện thoại dùng mượt chụp hình đẹp pin dùng mãi chả thấy hết để sạc rất hài lòng ai đang định mua thì chọn luôn không phải lăn tăn nhé,điện_thoại mượt chụp hình đẹp pin mãi chả hết sạc hài định mua không lăn_tăn,5,positive
iphone-13,cũng tạm hàng trưng bày có bị xước màn hình rồi nhưng mọi thứ dùng ổn pin nhưng hơi đuối tóm lại giá rẻ hơn mọi chỗ máy zin all chế độ bảo hành đổi trả kém hơn chỗ khác chút,tạm hàng trưng_bày xước màn_hình ổn pin hơi đuối tóm_lại giá rẻ chỗ máy zin all chế_độ bảo hành đổi trả kém chỗ chút,5,positive
iphone-13,thiết kế mặt trước nhìn giống táo pro max quá nhìn cái kết em honor liền giao diện ok bắt mắt hiệu năng tốt trong tam gia tiec là không có nfc không hiểu iphone 8plus đã có nfc cách đây 7 năm honor ít kỷ với người dùng qua,thiết_kế mặt táo pro max kết honor liền giao_diện ok bắt_mắt hiệu_năng tốt trong_tam gia tiếc không NFC không iphone 8 plus NFC bảy honor kỷ người_dùng,5,positive
iphone-13,sử dụng được tháng thấy rất ngon pin dùng tác vụ bình thường từ 6h sáng tới 78h tối thoải mái chơi game ngon nói chung là ok,ngon pin tác_vụ bình_thường 6 h 78 h tối thoải_mái game ngon ok,5,positive
iphone-13,mua hồi tới nay tụt không biết có ổn hay không nữa dùng cũng ok thao tác thông thường fb zalo tiktok chắc được cỡ tiếng,mua hồi tụt không ổn không ok thao_tác thông_thường zalo tiktok cỡ tiếng,4,positive
iphone-13,máy oke nếu sài nghe gọi coi fb video thời gian ngắn thì pin sài hơn ngày sạt 7h sáng sài tới 19h còn,máy ok sài gọi coi video thời_gian ngắn pin sài sạt 7 h sài 19 h,5,positive
iphone-13,mua tới khi pin còn,mua pin,3,negative
iphone-13,mới mua được hôm nói chuyện rất khó nghe đầu dây bên kia trả lời,mới mua hôm nói_chuyện đầu dây kia trả_lời,3,negative
iphone-13,dùng ok,ok,4,positive
iphone-13,mình mới mua hôm dùng không hợp có nhu cầu đổi trả lại bên mình có nhận thu mua lại không và chính sách như nào nhỉ,mới mua hôm không hợp nhu_cầu đổi trả thu mua không chính_sách,5,positive
iphone-13,mới mua tuần 14tr bán lại tầm giá nhiêu ai bán để lên,mới mua tuần tầm giá nhiêu,3,negative
iphone-13,mới mua ngày mà sao điện thoại thường xuyên bị đơ màn gõ nhanh bị đơ tầm giây lướt shoppe cũng đơ luôn,mới mua điện_thoại thường_xuyên đơ màn gõ nhanh đơ tầm giây lướt shoppe đơ,3,negative
iphone-13,dùng tháng và pin còn sài cũng kĩ lắm rồi mà tụt pin nhân viên thì quá nhanh,pin sài kĩ lắm tụt pin nhân_viên nhanh,3,negative
iphone-13,bắt sóng wifi kém,bắt sóng wifi kém,3,negative
iphone-13,chưa dùng được tháng pin đã tụt xuống,pin tụt xuống,3,negative
iphone-13,đã mua và dùng rất thích nhưng mỗi tội màn hình hơi nhỏ,mua tội màn_hình hơi nhỏ,5,positive
iphone-13,iphone sao không thể tắt âm khi quay số và tiếng người đọc khi có cuộc gọi đến của tất cả ứng dụng vậy mà ai biết cách giúp với mua được tháng tụt pin rồi,iphone không thể tắt âm tiếng đọc cuộc_gọi ứng_dụng giúp mua tụt pin,3,negative
iphone-13,đã trải nghiệm được ngày máy dùng mọi chức năng thấy ổn sạc pin không nóng máy nếu chỉ gọi nghe chắc phải tiếng mới sạc lần camera thích hợp quay phim chụp hình vào ban ngày bạn đêm hình ảnh chụp hơi kém nói chung máy dùng ổn,trải_nghiệm máy chức_năng ổn sạc pin không nóng máy gọi tiếng mới sạc camera thích_hợp phim chụp hình ban_ngày đêm hình_ảnh chụp hơi kém máy ổn,4,positive
iphone-13,sài rất tốt,sài tốt,5,positive
iphone-13,giờ tôi muốn bán lại chiếc iphone này cho thế giới di động có được không,iphone thế_giới di_động không,4,positive
iphone-13,sao hđh nó lại là không phải như ghi trên web,hđh không ghi web,4,positive
iphone-13,mới mua mấy ngày trước,mới mua mấy ngày_trước,4,positive
iphone-13,máy mới mua ngày camera sau có hạt bụi nhân viên xác nhận có bụi bảo gửi máy về hãng thẩm định goodbye để từ bây giờ,máy mới mua camera hạt bụi nhân_viên xác_nhận bụi bảo gửi máy hãng thẩm_định goodbye,3,negative
iphone-13,mới mua một tuần cảm thấy hài lòng pin dùng cũng được một ngày vì máy mới nên ok,mới mua tuần hài pin máy mới ok,4,positive
iphone-13,tại sao iphone của tôi mới mua về dùng lại bị nóng máy,iphone mới mua nóng máy,3,negative
iphone-13,cộng dây saka không vô có đổi được không ạ,cộng dây saka không vô đổi không,4,positive
iphone-13,sao mình mua thương mà cảm thấy pin tụt khá nhanh với hay bị đo,mua thương pin tụt khá nhanh đo,3,negative
iphone-13,mua giá 13tr990 thế mà về nhà xem giá trên web có 13tr690 là sao nhỉ từ hôm bận quá chưa cả có thời gian để thắc mắc luôn,mua giá giá web hôm bận thời_gian thắc_mắc,3,negative
iphone-13,máy mua hàng đổi trả máy có trầy chổ nhưng không đáng kể máy mới pin xài ổn định mượt màn đẹp loa hay pin trâu xài wifi không game tiếng tuỳ tác vụ camera chụp hình quay video ngon cảm thấy hài lòng với p13 nhân viên tư vấn nhiệt tình ok,máy mua hàng đổi trả máy trầy chổ không máy mới pin xài ổn_định mượt màn đẹp loa pin trâu xài wifi không game tiếng tuỳ tác_vụ camera chụp hình video ngon hài p13 nhân_viên tư_vấn nhiệt_tình ok,5,positive
iphone-13,điện thoại dùng mượt chụp hình đẹp pin dùng mãi chả thấy hết để sạc rất hài lòng ai đang định mua thì chọn luôn không phải lăn tăn nhé,điện_thoại mượt chụp hình đẹp pin mãi chả hết sạc hài định mua không lăn_tăn,5,positive
iphone-13,cũng tạm hàng trưng bày có bị xước màn hình rồi nhưng mọi thứ dùng ổn pin nhưng hơi đuối tóm lại giá rẻ hơn mọi chỗ máy zin all chế độ bảo hành đổi trả kém hơn chỗ khác chút,tạm hàng trưng_bày xước màn_hình ổn pin hơi đuối tóm_lại giá rẻ chỗ máy zin all chế_độ bảo hành đổi trả kém chỗ chút,5,positive
iphone-13,thiết kế mặt trước nhìn giống táo pro max quá nhìn cái kết em honor liền giao diện ok bắt mắt hiệu năng tốt trong tam gia tiec là không có nfc không hiểu iphone 8plus đã có nfc cách đây 7 năm honor ít kỷ với người dùng qua,thiết_kế mặt táo pro max kết honor liền giao_diện ok bắt_mắt hiệu_năng tốt trong_tam gia tiếc không NFC không iphone 8 plus NFC bảy honor kỷ người_dùng,5,positive
iphone-13,sử dụng được tháng thấy rất ngon pin dùng tác vụ bình thường từ 6h sáng tới 78h tối thoải mái chơi game ngon nói chung là ok,ngon pin tác_vụ bình_thường 6 h 78 h tối thoải_mái game ngon ok,5,positive
iphone-13,mua hồi tới nay tụt không biết có ổn hay không nữa dùng cũng ok thao tác thông thường fb zalo tiktok chắc được cỡ tiếng,mua hồi tụt không ổn không ok thao_tác thông_thường zalo tiktok cỡ tiếng,4,positive
iphone-13,máy oke nếu sài nghe gọi coi fb video thời gian ngắn thì pin sài hơn ngày sạt 7h sáng sài tới 19h còn,máy ok sài gọi coi video thời_gian ngắn pin sài sạt 7 h sài 19 h,5,positive
iphone-13,mua tới khi pin còn,mua pin,3,negative
iphone-13,mới mua được hôm nói chuyện rất khó nghe đầu dây bên kia trả lời,mới mua hôm nói_chuyện đầu dây kia trả_lời,3,negative
iphone-13,dùng ok,ok,4,positive
iphone-13,mình mới mua hôm dùng không hợp có nhu cầu đổi trả lại bên mình có nhận thu mua lại không và chính sách như nào nhỉ,mới mua hôm không hợp nhu_cầu đổi trả thu mua không chính_sách,5,positive
iphone-13,mới mua tuần 14tr bán lại tầm giá nhiêu ai bán để lên,mới mua tuần tầm giá nhiêu,3,negative
iphone-13,mới mua ngày mà sao điện thoại thường xuyên bị đơ màn gõ nhanh bị đơ tầm giây lướt shoppe cũng đơ luôn,mới mua điện_thoại thường_xuyên đơ màn gõ nhanh đơ tầm giây lướt shoppe đơ,3,negative
iphone-13,dùng tháng và pin còn sài cũng kĩ lắm rồi mà tụt pin nhân viên thì quá nhanh,pin sài kĩ lắm tụt pin nhân_viên nhanh,3,negative
iphone-13,bắt sóng wifi kém,bắt sóng wifi kém,3,negative
iphone-13,chưa dùng được tháng pin đã tụt xuống,pin tụt xuống,3,negative
iphone-13,đã mua và dùng rất thích nhưng mỗi tội màn hình hơi nhỏ,mua tội màn_hình hơi nhỏ,5,positive
iphone-13,iphone sao không thể tắt âm khi quay số và tiếng người đọc khi có cuộc gọi đến của tất cả ứng dụng vậy mà ai biết cách giúp với mua được tháng tụt pin rồi,iphone không thể tắt âm tiếng đọc cuộc_gọi ứng_dụng giúp mua tụt pin,3,negative
iphone-13,mình mới mua hôm nay sao mà nhạc chuông nhỏ quá vậy,mới mua hôm_nay nhạc_chuông nhỏ,3,negative
