product_id,comment,comment_clean_stage1,rating
mobell-m239,Điện thoại rất tốt.,điện thoại rất tốt.,5
mobell-m239,Bình thường,bình thường.,3
mobell-m239,"Đt tệ lắm mới mua 2 ngày hư phim số 0 , nhưng bấm vài lần vẫn được nên làm biếng đi bảo hành. Nay đang ở bệnh viện thì nó gọi người ta nói ko nghe để chế độ rảnh tay cũng ko nghe, bấm gọi lại thì 20 30 s đầu còn nghe đc xong tắt ngấm lùn bực mình vai lun","điện thoại tệ lắm mới mua hai ngày như phim số không , nhưng bấm vài lần vẫn được nên làm biếng đi bảo hành. nay đang ở bệnh viện thì nó gọi người ta nói không nghe để chế độ rảnh tay cũng không nghe, bấm gọi lại thì 20 30 s đầu còn nghe được xong tắt ngấm, lùn bực mình vai luôn.",1
mobell-m239,Tưởng nút lờn ít ai dè nhấp miết mới ăn,"tưởng nút lờn, ít ai dè nhấp miết mới ăn.",2
mobell-m239,Sp tot,sản phẩm tốt.,5
mobell-m239,"Nhanh hết pin, không dùng một ngày đã hết","nhanh hết pin, không dùng một ngày đã hết.",2
mobell-m239,Hết pin quá nhanh,hết pin quá nhanh.,3
mobell-m239,"Sản phẩm rẻ đẹp bền, nhân viên nhiệt tình thân thiện","sản phẩm rẻ, đẹp bền, nhân viên nhiệt tình thân thiện.",5
mobell-m239,Có đèn pin mà k dùng dc,có đèn pin mà không dùng được.,2
mobell-m239,"Máy xài tốt, gói bảo hành dài ngày, được giảm giá, nhân viên thân thiện!","máy xài tốt, gói bảo hành dài ngày, được giảm giá, nhân viên thân thiện!",4
mobell-m239,Ok,ok!,5
mobell-m239,Máy nghe nói to rõ ràng. Cảm ơn shop nhé.,máy nghe nói to rõ ràng. cảm ơn shop nhé.,4
mobell-m239,Cái này pin hết nhanh tôi muốn đổi cái khác được không,"cái này pin hết nhanh, tôi muốn đổi cái khác được không?",3
mobell-m239,"Nhân viên nhiệt tình,vui vẻ","nhân viên nhiệt tình, vui vẻ.",5
mobell-m239,Nhân viên rất nhiệt tình. Giao máy hướng dẫn lắp đặt rất chi tiết.,nhân viên rất nhiệt tình. giao máy hướng dẫn lắp đặt rất chi tiết.,5
mobell-m239,"Nhanh hết pin,dù ko sử dụng","nhanh hết pin, dù không sử dụng.",3
mobell-m239,Máy tạm ổn loa không to không nhỏ bàn phím thì hơi kém dùng lâu dễ bị liệt! Giá 390k thì tạm chấp nhận được. Các bạn nhân viên TGDD 207 Hùng Vương Long Khánh rất nhiệt tình,"máy tạm ổn, loa không to không nhỏ, bàn phím thì hơi kém dùng lâu dễ bị liệt! giá 390k thì tạm chấp nhận được. các bạn nhân viên thế giới di động 207 hùng vương long khánh rất nhiệt tình.",3
mobell-m239,Tốt,tốt.,5
mobell-m239,"Mua cho người lớn dùng mầ bất cật ghê. Pin yếu. Được cái bàn phím lớn, giá này nên thôi chấp nhận cho 3 sao.","mua cho người lớn dùng mà bất cật ghê. pin yếu. được cái bàn phím lớn, giá này nên thôi chấp nhận cho ba sao.",3
mobell-m239,Xịn,xịn.,5
mobell-m239,Sản phẩm tốt,sản phẩm tốt.,5
mobell-m239,Ok ttot,"ok, tốt, tốt.",5
mobell-m239,Pin của mẫu điện thoại này rất nhanh cạn nguồn sau khi xạc đầy mặc dù tôi không sử dụng.,pin của mẫu điện thoại này rất nhanh cạn nguồn sau khi xạc đầy mặc dù tôi không sử dụng.,1
mobell-m239,Ok,ok!,4
mobell-m239,Rất tốt,rất tốt.,5
mobell-m239,Sản phẩm tốt.,sản phẩm tốt.,5
mobell-m239,"Loa to, pin ổn","loa to, pin ổn.",4
mobell-m239,san phan tot so voi tam gia,san phan tot so voi tam gia.,5
mobell-m239,Ok,ok!,4
mobell-m239,Mau hết pin. Mặc dù sạc đầy không sử dụng mấy,mau hết pin. mặc dù sạc đầy không sử dụng mấy.,2
mobell-m239,Ok,ok!,3
mobell-m239,Cho mình hỏi cách tắt chế độ 4G đang hiển thị trên màn hình,cho mình hỏi cách tắt chế độ 4g đang hiển thị trên màn hình.,3
mobell-m239,Điện thoại tốt. Những nhanh hết pin,điện thoại tốt. những nhanh hết pin.,2
mobell-m239,Về dùng được 3 hôm thì hư mic,về dùng được ba hôm thì hư mic.,2
mobell-m239,Tot,tot.,5
mobell-m239,Sp ok,sản phẩm ok.,5
mobell-m239,máy sử dụng rất tốt,máy sử dụng rất tốt.,5
mobell-m239,Tôi không xài tới điện thoại nhưng vẫn mau hết pin chỉ được một ngày so với những hãng khác thì chiếc máy này còn kém xa lắm,"tôi không xài tới điện thoại nhưng vẫn mau hết pin, chỉ được một ngày, so với những hãng khác thì chiếc máy này còn kém xa lắm.",3
mobell-m239,Tốt,tốt.,5
mobell-m239,"Loa ro to, pin trâu xài 3 ngày","loa to to, pin trâu xài ba ngày.",5
mobell-m239,Nghe gọi tốt,nghe gọi tốt.,4
mobell-m239,Loa to,loa to.,4
mobell-m239,Pin nhanh hết,pin nhanh hết.,3
mobell-m239,Sản phẩm tốt 10 điểm,sản phẩm tốt mười điểm.,5
mobell-m239,Tốt,tốt.,5
mobell-m239,Tốt,tốt.,5
mobell-m239,Good 👍,"good, good!.",5
mobell-m239,Tốt,tốt.,5
mobell-m239,Làm sao để nhắn tin khi mà chỉ cho nhập số ứ ko nhập được văn bản,làm sao để nhắn tin khi mà chỉ cho nhập số chứ không nhập được văn bản?,2
mobell-m239,Ok,ok!,4
mobell-m239,máy dùng tốt,máy dùng tốt.,5
mobell-m331,Máy mới mua chưa đầy tháng mà nhanh hết pin quá không dùng cũng hết. Muốn đổi máy khác có được không,"máy mới mua chưa đầy tháng mà nhanh hết pin quá, không dùng cũng hết. muốn đổi máy khác có được không?",1
mobell-m331,Sao m mua 2 cái mà bên m thì nghe được còn cái dt đó nói gì chả nghe được là sao ạ,sao mình mua hai cái mà bên mình thì nghe được còn cái điện thoại đó nói gì chả nghe được là sao ạ?,2
mobell-m331,"Điện thoại báo 4 cuc pin nhưng chưa chắc đã đầy, mọi người phải vào cài đặt 3 cài đặt điện thoại 6. quản lý nguồn mới thấy được pin dc bao nhiêu % rồi.","điện thoại báo bốn cuộc pin nhưng chưa chắc đã đầy, mọi người phải vào cài đặt ba cài đặt điện thoại 6. quản lý nguồn mới thấy được pin được bao nhiêu phần trăm rồi.",4
mobell-m331,"Mình thấy dt xài ổn, đáp ứng tiêu chí cơ bản là nghe gọi. Nghe mọi người nói 1 ngày hết pin, có thể do mọi người chưa tắt GPS và kết nối bluetooth đi, nên hao pin. Mình xài 4 5 ngày mới phải sạc lại.","mình thấy điện thoại xài ổn, đáp ứng tiêu chí cơ bản là nghe gọi. nghe mọi người nói một ngày hết pin, có thể do mọi người chưa tắt gps và kết nối bluetooth đi, nên hao pin. mình xài bốn năm ngày mới phải sạc lại.",4
mobell-m331,Cho mình hỏi là mình muốn đối qua hãng khác trong vòng chưa tới 1 tháng đầu thì mất bao nhiêu phần trăm cước phí ạ.,cho mình hỏi là mình muốn đối qua hãng khác trong vòng chưa tới một tháng đầu thì mất bao nhiêu phần trăm cước phí ạ.,3
mobell-m331,May mới mua mà sạc đầy de đem tới sáng hết pin mà đem vô thu nhận vien ko cho doi,"máy mới mua mà sạc đầy để đem tới sáng, hết pin mà đem vô thì nhận viên không cho đổi.",2
mobell-m331,Con này pin rất kém mới mua dc hơn chục ngày dùng pin nhanh hết thật,"con này pin rất kém, mới mua được hơn chục ngày dùng pin nhanh hết thật.",3
mobell-m331,Mình muốn đặt hàng thì thế nào,mình muốn đặt hàng thì thế nào?,4
mobell-m331,Sản phẩm xài tốt nghe rõ,"sản phẩm xài tốt, nghe rõ.",5
mobell-m331,sắp tới tháng 9 này bị cắt sóng 2G thì có dùng được máy này k ạ,sắp tới tháng chín này bị cắt sóng 2g thì có dùng được máy này không ạ?,5
mobell-m331,Màn hình đẹp chữ to rõ,"màn hình đẹp, chữ to rõ.",5
mobell-m331,"Lúc nghe cuộc gọi thì mình nói bên kia nghe, còn bên kia nói mình không nghe được gì cả","lúc nghe cuộc gọi thì mình nói bên kia nghe, còn bên kia nói mình không nghe được gì cả.",1
mobell-m331,Mua về để cài báo thức mà trở thành báo hại vì máy sập nguồn liên tục. Muốn Shop đổi máy của thương hiệu khác.,mua về để cài báo thức mà trở thành báo hại vì máy sập nguồn liên tục. muốn shop đổi máy của thương hiệu khác.,1
mobell-m331,"Hôm nay tôi vừa mua 1 chiếc màu đỏ, cài nhạc mp3 vào máy nghe rất hay, loa to rõ, gọi nghe cũng tốt, sóng khoẻ.Máy cũng xem được phim nhưng chỉ có định dạng 3gp thôi.","hôm nay tôi vừa mua một chiếc màu đỏ, cài nhạc mp3 vào máy nghe rất hay, loa to rõ, gọi nghe cũng tốt, sóng khoẻ.máy cũng xem được phim nhưng chỉ có định dạng 3gp thôi.",5
mobell-m331,Ok,ok!,5
mobell-m331,Mở đèn pin ở chổ nào vậy ạ e kiếm ko thấy,"mở đèn pin ở chỗ nào vậy ạ, em kiếm không thấy.",3
mobell-m331,Tốt,tốt.,4
mobell-m331,Rất tốt,rất tốt.,5
mobell-m331,Nhanh hết pin,nhanh hết pin.,3
mobell-m331,Tốt,tốt.,5
mobell-m331,Tốt giá như có rung khi kết nối gọi thì ok hơn nhiều,"tốt, giá như có rung khi kết nối gọi thì ok hơn nhiều.",4
mobell-m539,"Sao sim mình 4G nhưng xài điện thoại này báo không có sóng, xài điện thoại khác bình thường","sao sim mình 4g nhưng xài điện thoại này báo không có sóng, xài điện thoại khác bình thường?",3
mobell-m539,"Sóng yếu quá, chập chờn. Loa to nhưng nghe gọi rất kém","sóng yếu quá, chập chờn. loa to nhưng nghe gọi rất kém.",2
mobell-m539,"Pin tệ, nghe gọi ít chỉ khoảng 1 ngày là hết pin","pin tệ, nghe gọi ít, chỉ khoảng một ngày là hết pin.",2
mobell-m539,Pin nhanh hết quá. Không dùng gì cũng hết pin. Model này không nên mua. Mấy dòng Mobell không có camera pin bền hơn mấy dòng có cam này. Máy nóng. Pin quá tệ. Không biết thay pin mới có bị vậy nữa không. CSKH Siêu thị kém.,pin nhanh hết quá. không dùng gì cũng hết pin. model này không nên mua. mấy dòng mobell không có camera pin bền hơn mấy dòng có cam này. máy nóng. pin quá tệ. không biết thay pin mới có bị vậy nữa không. chăm sóc khách hàng siêu thị kém.,1
mobell-m539,"Điện thoại Mobell M539 4G sóng khoẻ, nghe rõ. Âm thanh trung thực. Phím bấm to và dễ bấm. Rất phù hợp cho những người lớn tuổi không cần nhiều ứng dụng thông minh. Giá cả phù hợp với mọi đối tượng.","điện thoại mobell m539 4g sóng khoẻ, nghe rõ. âm thanh trung thực. phím bấm to và dễ bấm. rất phù hợp cho những người lớn tuổi không cần nhiều ứng dụng thông minh. giá cả phù hợp với mọi đối tượng.",5
mobell-m539,"Khi mua tôi nói rõ nhu cầu nghe fm, khi đem về sử dụng nghe chỉ được 1 đài, pin tuột rất nhanh dù không dùng, rất không hài lòng về sản phẩm và tư vấn bán hàng","khi mua tôi nói rõ nhu cầu nghe fm, khi đem về sử dụng nghe chỉ được một đài, pin tuột rất nhanh dù không dùng, rất không hài lòng về sản phẩm và tư vấn bán hàng.",1
mobell-m539,"Điện thoại mới mua mỗi lần gọi là cảnh báo chuyển hướng có điều kiện được kích hoạt. Quá khó chịu, đài FM thì không nghe được.","điện thoại mới mua mỗi lần gọi là cảnh báo chuyển hướng có điều kiện được kích hoạt. quá khó chịu, đài fm thì không nghe được.",2
mobell-m539,Sản phẩm nghe gọi rất rõ,sản phẩm nghe gọi rất rõ.,5
mobell-m539,"Nghe loa trong mà âm thanh vẫn dội ra ngoài từ phía sau nên nghe rất nhỏ, rất bất tiện khi nghe gọi thoại, nếu gặp trường hợp nói chuyện nơi ồn thì rất khó nghe, phải lật đt lại phía sau để nghe.","nghe loa trong mà âm thanh vẫn dội ra ngoài từ phía sau nên nghe rất nhỏ, rất bất tiện khi nghe gọi thoại, nếu gặp trường hợp nói chuyện nơi ồn thì rất khó nghe, phải lật điện thoại lại phía sau để nghe.",4
mobell-m539,"Ưu điểm,Màu đỏ tôi thích,màn hình lớn rễ nhìnNhược điểm, sạc quá lâu khoảng 6h mới đầy chỉ thích hợp sạc qua đêm,nắp lưng lỏng lẻo hay bị hở khe,pin tụt quá nhanh không sử dụng để 24h hao 50% pin, không có trò chơi,loa nghe không hay,bàn phím thì tệ khi bấn trở về rất hay bị giật khục gây khó chịu,ít tiện ích hơn so với các hãng khác,tôi thấy sản phẩm này kém hơn so với các dòng điện thoại phổ thông khác","ưu điểm: màu đỏ tôi thích, màn hình lớn dễ nhìn. nhược điểm: sạc quá lâu, khoảng 6h mới đầy, chỉ thích hợp sạc qua đêm, nắp lưng lỏng lẻo hay bị hở khe, pin tụt quá nhanh, không sử dụng để 24h hao 50% pin, không có trò chơi, loa nghe không hay, bàn phím thì tệ, khi ấn trở về rất hay bị giật, khục gây khó chịu, ít tiện ích hơn so với các hãng khác,tôi thấy sản phẩm này kém hơn so với các dòng điện thoại phổ thông khác.",2
mobell-m539,mượt như iphone 15 vậy mấy má,mượt như iphone 15 vậy mấy má!,5
mobell-m539,"Tôi mới mua dùng rất tốt,nhưng lại không thể nghe đài FM được TGDD ạ","tôi mới mua dùng rất tốt, nhưng lại không thể nghe đài fm được, thế giới di động ạ!",5
mobell-m539,Tốt,tốt.,5
mobell-m539,"Điện thoại đã qua sử dụng nhưng dùng vẫn tốt, ít nghe gọi pin được khoảng gần 2 tuần Nhân viên DMX nhiệt tình, thân thiện","điện thoại đã qua sử dụng nhưng dùng vẫn tốt, ít nghe gọi, pin được khoảng gần hai tuần, nhân viên m. nhiệt tình, thân thiện.",5
mobell-m539,Tạm ổn,tạm ổn.,4
mobell-m539,Dùng tốt,dùng tốt.,5
mobell-m539,Sản phẩm tốt 👍👍👍,"sản phẩm tốt,,.",5
mobell-m539,Điện thoại giá rẻ rất OK,điện thoại giá rẻ rất ok.,4
mobell-m539,Tốt,tốt.,5
mobell-m539,"Máy đã qua sử dụng nhưng pin dùng vẫn lâu,nghe gọi được 4 ngày,để máy chờ được 10 ngày","máy đã qua sử dụng nhưng pin dùng vẫn lâu, nghe gọi được bốn ngày, để máy chờ được mười ngày.",5
mobell-m539,Bin mau hết dùng gọi nhiều tầm 3ngay,"pin mau hết dùng, gọi nhiều tầm 3 ngày.",2
mobell-m539,Tệ,tệ.,2
mobell-m539,Điện thoại không định dạng file vcf để chuyển danh bạ từ máy android sang.,điện thoại không định dạng file vcf để chuyển danh bạ từ máy android sang.,2
mobell-m539,Ra máy 2 sim Sài 1sim gắn sim một vào báo lổ gắn quá Nokia 8210 thì sống tốt nói thật mua hai đt rồi cái đầu lỗi gắn 2sim vào tự tắc nguồn tự mở lại ko thèm bảo hành đem ra bán lại mua cái mới mất 20% giờ mua cái mới về gắn 2sim vào báo lỗi chán thiệt đem bỏ rùi ko chơi với mobile nữa tự dưng mất cả triệu ko có đt sài,"ra máy hai sim, sài 1sim gắn sim một vào, báo lổ gắn quá, nokia 8210 thì sống tốt, nói thật, mua hai điện thoại rồi cái đầu lỗi gắn 2sim vào, tự tắc nguồn, tự mở lại, không thèm bảo hành đem ra bán lại, mua cái mới mất 20% giờ mua cái mới về gắn 2sim vào, báo lỗi chán thiệt đem bỏ rồi không chơi với mobile nữa, tự dưng mất cả triệu, không có điện thoại sài.",1
mobell-m539,Hiện tại tôi đang sử dụng điện thoại tam ôn về lâu dài chưa biết được. Cảm ơn TGDD quan tâm đến khách hàng.,hiện tại tôi đang sử dụng điện thoại tam ôn về lâu dài chưa biết được. cảm ơn thế giới di động quan tâm đến khách hàng.,3
mobell-m539,Máy dùng ổn loa to rõ cho người cao tuổi,"máy dùng ổn, loa to rõ, cho người cao tuổi.",5
mobell-m539,"Máy rất tốt ! Đầy đủ mọi chức năng . nhanh nhạy , màu sắc đẹp ! Dễ sử dụng ! Máy mới tinh . Tôi rất hài lòng .","máy rất tốt ! đầy đủ mọi chức năng . nhanh nhạy , màu sắc đẹp ! dễ sử dụng ! máy mới tinh . tôi rất hài lòng .",5
mobell-m539,Pin trâu máy nghe gọi tốt,pin trâu máy nghe gọi tốt.,5
mobell-m539,"Màn hình chữ lớn, dễ sử dụng. Loa lớn.","màn hình chữ lớn, dễ sử dụng. loa lớn.",5
mobell-m539,Sản phẩm tốt,sản phẩm tốt.,4
mobell-m539,Loa nghe rõ.pin lâu hết.,loa nghe rõ.pin lâu hết.,5
mobell-m539,"Sản phẩm đẹp,dễ sử dụng tôi rất thích.","sản phẩm đẹp, dễ sử dụng tôi rất thích.",5
mobell-m539,Nó cứ hơi đơ đơ một chút,nó cứ hơi đơ đơ một chút.,3
mobell-m539,tam on,tam on.,4
mobell-m539,Rất ấn tượng,rất ấn tượng.,5
mobell-m539,Sản phẩm sử dụng tốt mn nên mua nha,sản phẩm sử dụng tốt mọi người nên mua nha!.,5
mobell-m539,ok,ok!,5
mobell-m539,Xài tốt,xài tốt.,4
mobell-m539,Rất tốt,rất tốt.,5
mobell-m539,T mua 2c cái trc đó 1thag xài ok pin trâu . Cái sau thì nhanh di pin hơn. Bàn phím dễ xài cho ng lớn tuổi .nói chung là ok rất đáng mua,"tôi mua 2 cái trước đó, 1thay xài ok pin trâu . cái sau thì nhanh di pin hơn. bàn phím dễ xài cho người lớn tuổi .nói chung là ok, rất đáng mua.",4
mobell-m539,Good,good!,4
mobell-m539,"Sản phẩm nhìn còn rất mới ,sử dụng rất OK và tiện ích rất nhiều","sản phẩm nhìn còn rất mới , sử dụng rất ok và tiện ích rất nhiều.",5
mobell-m539,Bình thường,bình thường.,3
mobell-m539,0k tốt,0k tốt.,4
mobell-m539,Vì mình mua cái máy đó củ sạc .không sạc dc pin,vì mình mua cái máy đó củ sạc... .không sạc được pin.,2
mobell-m539,Tin nhắn ko viết đc các cuộc gọi đến gọi đi gọi lỡ không hiển thị một trang rất là bất tiện những ng lớn tuổi rất khó dùng,"tin nhắn không viết được, các cuộc gọi đến gọi đi gọi lỡ không hiển thị một trang rất là bất tiện, những người lớn tuổi rất khó dùng.",2
mobell-m539,Sp dùng ok,sản phẩm dùng ok.,5
mobell-m539,Rất ok,rất ok.,5
mobell-m539,Hao pin sạc xong để không qua hôm sau hết pin,"hao pin, sạc xong để không qua hôm sau hết pin.",2
mobell-m539,Tuyệt vời,tuyệt vời.,5
mobell-m539,"Mua máy đổi trả bị lỗi sim, để hai sim là máy tự động khởi động lại. Chị để được một sim.","mua máy đổi trả bị lỗi sim, để hai sim là máy tự động khởi động lại. chị để được một sim.",2
mobell-m539,"Mua lần đầu máy rất ngốn pin dù ko nghe gọi ko vào mạng , ko dùng nổi 24h , sau khi đổi máy mới chất lượng tốt hẳn , thời gian chờ đã quá 4 ngày chưa hết pin","mua lần đầu máy rất ngốn pin dù không nghe gọi, không vào mạng , không dùng nổi 24h , sau khi đổi máy mới chất lượng tốt hẳn , thời gian chờ đã quá bốn ngày chưa hết pin.",4
mobell-m539,Sản phẩm tốt,sản phẩm tốt.,4
mobell-m539,Tôi thấy dũng rất tốt..,tôi thấy dũng rất tốt..,5
mobell-m539,Nên mua nha mọi người.sản phẩm xài rất ok,nên mua như mọi người.sản phẩm xài rất ok.,5
mobell-m539,"Đã điện thoại cục gạch thì ko cần phải thêm 4G, Kết nối internet làm làm. Nếu cần 4G thì KH đã mua smatphone","đã điện thoại cục gạch thì không cần phải thêm 4g, kết nối internet làm làm.., nếu cần 4g thì không đã mua simphone.",4
mobell-m539,Sản phẩm đẹp. Nghe ngọi rõ ràng,"sản phẩm đẹp. nghe, ngọi rõ ràng.",5
mobell-m539,"Sản phẩm bảo hành 1 đổi 1 nhưng thực tế thì khác ạ. Em mua điện thoại cho bố em chưa được 1 tháng bị lỗi phím bấm không ăn. Nhưng vì loại điện thoại này không có dán màn hình nên bị trày mang ra điện máy xanh không cho đổi, nếu đổi bù 20% giá trị sản phẩm. Em thật sự thất vọng với chính sách bảo hành này.","sản phẩm bảo hành một đổi một nhưng thực tế thì khác ạ. em mua điện thoại cho bố em chưa được một tháng bị lỗi phím bấm không ăn. nhưng vì loại điện thoại này không có dán màn hình nên bị trày mang ra điện máy xanh không cho đổi, nếu đổi bù 20% giá trị sản phẩm. em thật sự thất vọng với chính sách bảo hành này.",1
mobell-m539,"máy của e mới mua hôm qua, về nhà kiểm tra lại thấy màn hình bị ố sáng hay hở sáng gì đấy e đổi máy mới được k ạ…","máy của em mới mua hôm qua, về nhà kiểm tra lại thấy màn hình bị ố sáng hay hở sáng gì đấy em đổi máy mới được không ạ...",3
mobell-m539,Điện thoại loa hơi rè có cách nào khắc phục không ạ,"điện thoại loa hơi rè, có cách nào khắc phục không ạ?",4
mobell-m539,Sp chữ to rõ pin khá trâu,"sản phẩm chữ to rõ, pin khá trâu.",4
mobell-m539,"Bàn phím to, chữ trên màn hình rõ ràng, Pin nghe nhạc lâu 👍","bàn phím to, chữ trên màn hình rõ ràng, pin nghe nhạc lâu.",5
mobell-m539,"Đúng là điện thoại tàu, phím bấm thì lỏng lẻo, loa thì quá ồn ào gọi nói chuyện thì người khác nghe thấy hết, chỉ xách dép cho nokia đời trước thôi.","đúng là điện thoại tàu, phím bấm thì lỏng lẻo, loa thì quá ồn ào gọi nói chuyện thì người khác nghe thấy hết, chỉ xách dép cho nokia đời trước thôi.",1
mobell-m539,xxxx887398,xxxx887398.,4
nokia-105-4g-pro,Đt dùng chưa được 3 tháng cục sạc đã hư,điện thoại dùng chưa được ba tháng cục sạc đã hư.,3
nokia-105-4g-pro,Mình vừa mua điện thoại vào 25/11/2024 nhưng hiện tại muốn đổi qua máy HDM 105 có được không,mình vừa mua điện thoại vào 25/11/2024 nhưng hiện tại muốn đổi qua máy hdm 105 có được không?,4
nokia-105-4g-pro,"Mua được 1 tuần xì sạc pin không vô, tự nhiên tắt nguồn, hoặc có sóng nhưng người khác gọi đến thuê bao. Mang ra đổi cho cái mới về y chang như vậy. Chán ko thèm đổi nữa. Nói cũng rất tệ, ko nên mua ạ. giống đồ chơi hơn là đt","mua được một tuần thì sạc pin không vô, tự nhiên tắt nguồn, hoặc có sóng nhưng người khác gọi đến thuê bao. mang ra đổi cho cái mới về y chang như vậy. chán không thèm đổi nữa. nói cũng rất tệ, không nên mua ạ. giống đồ chơi hơn là điện thoại.",2
nokia-105-4g-pro,Máy đểu. Gọi điện có tiếng réo lên gớm bỏ mẹ. Mua phí tiền.,máy đểu. gọi điện có tiếng réo lên gớm bỏ mẹ. mua phí tiền.,1
nokia-105-4g-pro,Máy mua dùng được hơn 1 tháng ok sau đó ko nhận sim vẫn báo có cột sóng . Cuộc gọi cả 2 chiều ko thực hiện được . Mong sớm nhận được phản hồi,"máy mua dùng được hơn một tháng, ok, sau đó không nhận sim vẫn báo có cột sóng . cuộc gọi cả hai chiều không thực hiện được . mong sớm nhận được phản hồi.",3
nokia-105-4g-pro,Làm sao tắt được âm thanh bàn phím vậy,làm sao tắt được âm thanh bàn phím vậy?,3
nokia-105-4g-pro,"Không nghe không gọi,để từ 9 giờ sáng hôm nay đến 8 giờ sáng hôm sau hết sạch pin, đổi máy khác vẫn như vậy nokia giờ quá chán, không lên mua","không nghe không gọi, để từ chín giờ sáng hôm nay đến tám giờ sáng hôm sau hết sạch pin, đổi máy khác vẫn như vậy, nokia, giờ quá chán, không lên mua.",1
nokia-105-4g-pro,"Mình dùng 2 sim nhưng khi gọi chỉ có sim 1 gọi được, sim 2 thì báo dùng đth 2G. Có cách nào khắc phục k ạ","mình dùng hai sim nhưng khi gọi chỉ có sim một gọi được, sim hai thì báo dùng để... 2g. có cách nào khắc phục không ạ?",3
nokia-105-4g-pro,"Tôi mua được 1 tuần mà cứ bị tắt nguồn hoài, mở nguồn lại thì không lên, lấy pin ra lấp vào máy lại thì khởi động mới lên. Máy bị lỗi gì rồi TGDĐ ơi","tôi mua được một tuần mà cứ bị tắt nguồn hoài, mở nguồn lại thì không lên, lấy pin ra lắp vào máy lại thì khởi động mới lên. máy bị lỗi gì rồi, tgđ ơi?",1
nokia-105-4g-pro,Chuyển tắt đài FM khỏi màn hình bằng cách nào vậy Có thể thay thế phím FM bằng ứng dụng khác không,"chuyển tắt đài fm khỏi màn hình bằng cách nào vậy, có thể thay thế phím fm bằng ứng dụng khác không?",3
nokia-105-4g-pro,"Máy sử dụng ok, khoảng 4,5 ngày mới hết pin","máy sử dụng ok, khoảng 4,5 ngày mới hết pin.",5
